OBCINE;TIP.STAVBE;Leto;Stevilo.gradbenih.dovoljenj
Novo mesto;Stanovanjske stavbe;2008;21
Novo mesto;Stanovanjske stavbe;2009;23
Novo mesto;Stanovanjske stavbe;2010;40
Novo mesto;Stanovanjske stavbe;2011;39
Novo mesto;Stanovanjske stavbe;2012;49
Novo mesto;Stanovanjske stavbe;2013;35
Novo mesto;Stanovanjske stavbe;2014;40
Novo mesto;Stanovanjske stavbe;2015;52
Novo mesto;Stanovanjske stavbe;2016;26
Novo mesto;Stanovanjske stavbe;2017;38
Novo mesto;Stanovanjske stavbe;2018;49
Novo mesto;Stanovanjske stavbe;2019;81
Novo mesto;Stanovanjske stavbe;2020;40
Novo mesto;Nestanovanjske stavbe;2007;15
Novo mesto;Nestanovanjske stavbe;2008;15
Novo mesto;Nestanovanjske stavbe;2009;10
Novo mesto;Nestanovanjske stavbe;2010;31
Novo mesto;Nestanovanjske stavbe;2011;16
Novo mesto;Nestanovanjske stavbe;2012;21
Novo mesto;Nestanovanjske stavbe;2013;13
Novo mesto;Nestanovanjske stavbe;2014;39
Novo mesto;Nestanovanjske stavbe;2015;121
Novo mesto;Nestanovanjske stavbe;2016;118
Novo mesto;Nestanovanjske stavbe;2017;118
Novo mesto;Nestanovanjske stavbe;2018;123
Novo mesto;Nestanovanjske stavbe;2019;105
Novo mesto;Nestanovanjske stavbe;2020;116
Odranci;Stanovanjske stavbe;2007;3
Odranci;Stanovanjske stavbe;2008;2
Odranci;Stanovanjske stavbe;2009;4
Odranci;Stanovanjske stavbe;2010;2
Odranci;Stanovanjske stavbe;2011;4
Odranci;Stanovanjske stavbe;2012;1
Odranci;Stanovanjske stavbe;2013;6
Odranci;Stanovanjske stavbe;2014;5
Odranci;Stanovanjske stavbe;2015;4
Odranci;Stanovanjske stavbe;2016;4
Odranci;Stanovanjske stavbe;2017;4
Odranci;Stanovanjske stavbe;2018;4
Odranci;Stanovanjske stavbe;2019;2
Odranci;Stanovanjske stavbe;2020;6
Odranci;Nestanovanjske stavbe;2007;2
Odranci;Nestanovanjske stavbe;2008;0
Odranci;Nestanovanjske stavbe;2009;0
Odranci;Nestanovanjske stavbe;2010;4
Odranci;Nestanovanjske stavbe;2011;0
Odranci;Nestanovanjske stavbe;2012;3
Odranci;Nestanovanjske stavbe;2013;2
Odranci;Nestanovanjske stavbe;2014;6
Odranci;Nestanovanjske stavbe;2015;8
Odranci;Nestanovanjske stavbe;2016;10
Odranci;Nestanovanjske stavbe;2017;6
Odranci;Nestanovanjske stavbe;2018;8
Odranci;Nestanovanjske stavbe;2019;12
Odranci;Nestanovanjske stavbe;2020;9
Oplotnica;Stanovanjske stavbe;2007;11
Oplotnica;Stanovanjske stavbe;2008;17
Oplotnica;Stanovanjske stavbe;2009;20
Oplotnica;Stanovanjske stavbe;2010;13
Oplotnica;Stanovanjske stavbe;2011;11
Oplotnica;Stanovanjske stavbe;2012;7
Oplotnica;Stanovanjske stavbe;2013;16
Oplotnica;Stanovanjske stavbe;2014;6
Oplotnica;Stanovanjske stavbe;2015;5
Oplotnica;Stanovanjske stavbe;2016;3
Oplotnica;Stanovanjske stavbe;2017;9
Oplotnica;Stanovanjske stavbe;2018;10
Oplotnica;Stanovanjske stavbe;2019;3
Oplotnica;Stanovanjske stavbe;2020;5
Oplotnica;Nestanovanjske stavbe;2007;7
Oplotnica;Nestanovanjske stavbe;2008;4
Oplotnica;Nestanovanjske stavbe;2009;2
Oplotnica;Nestanovanjske stavbe;2010;2
Oplotnica;Nestanovanjske stavbe;2011;5
Oplotnica;Nestanovanjske stavbe;2012;4
Oplotnica;Nestanovanjske stavbe;2013;6
Oplotnica;Nestanovanjske stavbe;2014;0
Oplotnica;Nestanovanjske stavbe;2015;17
Oplotnica;Nestanovanjske stavbe;2016;16
Oplotnica;Nestanovanjske stavbe;2017;15
Oplotnica;Nestanovanjske stavbe;2018;20
Oplotnica;Nestanovanjske stavbe;2019;15
Oplotnica;Nestanovanjske stavbe;2020;21
Ormoz;Stanovanjske stavbe;2007;28
Ormoz;Stanovanjske stavbe;2008;18
Ormoz;Stanovanjske stavbe;2009;33
Ormoz;Stanovanjske stavbe;2010;29
Ormoz;Stanovanjske stavbe;2011;23
Ormoz;Stanovanjske stavbe;2012;21
Ormoz;Stanovanjske stavbe;2013;35
Ormoz;Stanovanjske stavbe;2014;33
Ormoz;Stanovanjske stavbe;2015;19
Ormoz;Stanovanjske stavbe;2016;17
Ormoz;Stanovanjske stavbe;2017;19
Ormoz;Stanovanjske stavbe;2018;17
Ormoz;Stanovanjske stavbe;2019;17
Ormoz;Stanovanjske stavbe;2020;12
Ormoz;Nestanovanjske stavbe;2007;10
Ormoz;Nestanovanjske stavbe;2008;9
Ormoz;Nestanovanjske stavbe;2009;5
Ormoz;Nestanovanjske stavbe;2010;12
Ormoz;Nestanovanjske stavbe;2011;14
Ormoz;Nestanovanjske stavbe;2012;14
Ormoz;Nestanovanjske stavbe;2013;14
Ormoz;Nestanovanjske stavbe;2014;17
Ormoz;Nestanovanjske stavbe;2015;60
Ormoz;Nestanovanjske stavbe;2016;59
Ormoz;Nestanovanjske stavbe;2017;70
Ormoz;Nestanovanjske stavbe;2018;71
Ormoz;Nestanovanjske stavbe;2019;42
Ormoz;Nestanovanjske stavbe;2020;27
Osilnica;Stanovanjske stavbe;2007;1
Osilnica;Stanovanjske stavbe;2008;1
Osilnica;Stanovanjske stavbe;2009;2
Osilnica;Stanovanjske stavbe;2010;2
Osilnica;Stanovanjske stavbe;2011;0
Osilnica;Stanovanjske stavbe;2012;0
Osilnica;Stanovanjske stavbe;2013;0
Osilnica;Stanovanjske stavbe;2014;1
Osilnica;Stanovanjske stavbe;2015;0
Osilnica;Stanovanjske stavbe;2016;1
Osilnica;Stanovanjske stavbe;2017;0
Osilnica;Stanovanjske stavbe;2018;0
Osilnica;Stanovanjske stavbe;2019;0
Osilnica;Stanovanjske stavbe;2020;0
Osilnica;Nestanovanjske stavbe;2007;0
Osilnica;Nestanovanjske stavbe;2008;0
Osilnica;Nestanovanjske stavbe;2009;1
Osilnica;Nestanovanjske stavbe;2010;0
Osilnica;Nestanovanjske stavbe;2011;0
Osilnica;Nestanovanjske stavbe;2012;0
Osilnica;Nestanovanjske stavbe;2013;1
Osilnica;Nestanovanjske stavbe;2014;0
Osilnica;Nestanovanjske stavbe;2015;2
Osilnica;Nestanovanjske stavbe;2016;0
Osilnica;Nestanovanjske stavbe;2017;0
Osilnica;Nestanovanjske stavbe;2018;0
Osilnica;Nestanovanjske stavbe;2019;1
Osilnica;Nestanovanjske stavbe;2020;0
Pesnica;Stanovanjske stavbe;2007;24
Pesnica;Stanovanjske stavbe;2008;19
Pesnica;Stanovanjske stavbe;2009;16
Pesnica;Stanovanjske stavbe;2010;16
Pesnica;Stanovanjske stavbe;2011;10
Pesnica;Stanovanjske stavbe;2012;9
Pesnica;Stanovanjske stavbe;2013;16
Pesnica;Stanovanjske stavbe;2014;11
Pesnica;Stanovanjske stavbe;2015;8
Pesnica;Stanovanjske stavbe;2016;11
Pesnica;Stanovanjske stavbe;2017;37
Pesnica;Stanovanjske stavbe;2018;16
Pesnica;Stanovanjske stavbe;2019;12
Pesnica;Stanovanjske stavbe;2020;16
Pesnica;Nestanovanjske stavbe;2007;8
Pesnica;Nestanovanjske stavbe;2008;4
Pesnica;Nestanovanjske stavbe;2009;7
Pesnica;Nestanovanjske stavbe;2010;4
Pesnica;Nestanovanjske stavbe;2011;1
Pesnica;Nestanovanjske stavbe;2012;2
Pesnica;Nestanovanjske stavbe;2013;4
Pesnica;Nestanovanjske stavbe;2014;4
Pesnica;Nestanovanjske stavbe;2015;3
Pesnica;Nestanovanjske stavbe;2016;9
Pesnica;Nestanovanjske stavbe;2017;5
Pesnica;Nestanovanjske stavbe;2018;12
Pesnica;Nestanovanjske stavbe;2019;8
Pesnica;Nestanovanjske stavbe;2020;6
Piran/Pirano;Stanovanjske stavbe;2007;41
Piran/Pirano;Stanovanjske stavbe;2008;26
Piran/Pirano;Stanovanjske stavbe;2009;17
Piran/Pirano;Stanovanjske stavbe;2010;15
Piran/Pirano;Stanovanjske stavbe;2011;19
Piran/Pirano;Stanovanjske stavbe;2012;17
Piran/Pirano;Stanovanjske stavbe;2013;12
Piran/Pirano;Stanovanjske stavbe;2014;14
Piran/Pirano;Stanovanjske stavbe;2015;17
Piran/Pirano;Stanovanjske stavbe;2016;16
Piran/Pirano;Stanovanjske stavbe;2017;9
Piran/Pirano;Stanovanjske stavbe;2018;13
Piran/Pirano;Stanovanjske stavbe;2019;13
Piran/Pirano;Stanovanjske stavbe;2020;3
Piran/Pirano;Nestanovanjske stavbe;2007;16
Piran/Pirano;Nestanovanjske stavbe;2008;5
Piran/Pirano;Nestanovanjske stavbe;2009;2
Piran/Pirano;Nestanovanjske stavbe;2010;2
Piran/Pirano;Nestanovanjske stavbe;2011;0
Piran/Pirano;Nestanovanjske stavbe;2012;2
Piran/Pirano;Nestanovanjske stavbe;2013;2
Piran/Pirano;Nestanovanjske stavbe;2014;1
Piran/Pirano;Nestanovanjske stavbe;2015;4
Piran/Pirano;Nestanovanjske stavbe;2016;5
Piran/Pirano;Nestanovanjske stavbe;2017;2
Piran/Pirano;Nestanovanjske stavbe;2018;4
Piran/Pirano;Nestanovanjske stavbe;2019;5
Piran/Pirano;Nestanovanjske stavbe;2020;0
Pivka;Stanovanjske stavbe;2007;18
Pivka;Stanovanjske stavbe;2008;26
Pivka;Stanovanjske stavbe;2009;13
Pivka;Stanovanjske stavbe;2010;14
Pivka;Stanovanjske stavbe;2011;15
Pivka;Stanovanjske stavbe;2012;13
Pivka;Stanovanjske stavbe;2013;7
Pivka;Stanovanjske stavbe;2014;4
Pivka;Stanovanjske stavbe;2015;7
Pivka;Stanovanjske stavbe;2016;8
Pivka;Stanovanjske stavbe;2017;10
Pivka;Stanovanjske stavbe;2018;3
Pivka;Stanovanjske stavbe;2019;5
Pivka;Stanovanjske stavbe;2020;5
Pivka;Nestanovanjske stavbe;2007;4
Pivka;Nestanovanjske stavbe;2008;3
Pivka;Nestanovanjske stavbe;2009;3
Pivka;Nestanovanjske stavbe;2010;5
Pivka;Nestanovanjske stavbe;2011;6
Pivka;Nestanovanjske stavbe;2012;9
Pivka;Nestanovanjske stavbe;2013;9
Pivka;Nestanovanjske stavbe;2014;2
Pivka;Nestanovanjske stavbe;2015;20
Pivka;Nestanovanjske stavbe;2016;15
Pivka;Nestanovanjske stavbe;2017;15
Pivka;Nestanovanjske stavbe;2018;15
Pivka;Nestanovanjske stavbe;2019;22
Pivka;Nestanovanjske stavbe;2020;27
Podcetrtek;Stanovanjske stavbe;2007;11
Podcetrtek;Stanovanjske stavbe;2008;21
Podcetrtek;Stanovanjske stavbe;2009;17
Podcetrtek;Stanovanjske stavbe;2010;27
Podcetrtek;Stanovanjske stavbe;2011;8
Podcetrtek;Stanovanjske stavbe;2012;23
Podcetrtek;Stanovanjske stavbe;2013;4
Podcetrtek;Stanovanjske stavbe;2014;6
Podcetrtek;Stanovanjske stavbe;2015;9
Podcetrtek;Stanovanjske stavbe;2016;8
Podcetrtek;Stanovanjske stavbe;2017;8
Podcetrtek;Stanovanjske stavbe;2018;17
Podcetrtek;Stanovanjske stavbe;2019;7
Podcetrtek;Stanovanjske stavbe;2020;6
Podcetrtek;Nestanovanjske stavbe;2007;9
Podcetrtek;Nestanovanjske stavbe;2008;11
Podcetrtek;Nestanovanjske stavbe;2009;8
Podcetrtek;Nestanovanjske stavbe;2010;12
Podcetrtek;Nestanovanjske stavbe;2011;6
Podcetrtek;Nestanovanjske stavbe;2012;8
Podcetrtek;Nestanovanjske stavbe;2013;5
Podcetrtek;Nestanovanjske stavbe;2014;4
Podcetrtek;Nestanovanjske stavbe;2015;18
Podcetrtek;Nestanovanjske stavbe;2016;27
Podcetrtek;Nestanovanjske stavbe;2017;24
Podcetrtek;Nestanovanjske stavbe;2018;24
Podcetrtek;Nestanovanjske stavbe;2019;12
Podcetrtek;Nestanovanjske stavbe;2020;12
Podlehnik;Stanovanjske stavbe;2007;2
Podlehnik;Stanovanjske stavbe;2008;1
Podlehnik;Stanovanjske stavbe;2009;1
Podlehnik;Stanovanjske stavbe;2010;1
Podlehnik;Stanovanjske stavbe;2011;1
Podlehnik;Stanovanjske stavbe;2012;1
Podlehnik;Stanovanjske stavbe;2013;4
Podlehnik;Stanovanjske stavbe;2014;3
Podlehnik;Stanovanjske stavbe;2015;16
Podlehnik;Stanovanjske stavbe;2016;4
Podlehnik;Stanovanjske stavbe;2017;4
Podlehnik;Stanovanjske stavbe;2018;2
Podlehnik;Stanovanjske stavbe;2019;2
Podlehnik;Stanovanjske stavbe;2020;3
Podlehnik;Nestanovanjske stavbe;2007;1
Podlehnik;Nestanovanjske stavbe;2008;1
Podlehnik;Nestanovanjske stavbe;2009;0
Podlehnik;Nestanovanjske stavbe;2010;0
Podlehnik;Nestanovanjske stavbe;2011;0
Podlehnik;Nestanovanjske stavbe;2012;0
Podlehnik;Nestanovanjske stavbe;2013;0
Podlehnik;Nestanovanjske stavbe;2014;0
Podlehnik;Nestanovanjske stavbe;2015;4
Podlehnik;Nestanovanjske stavbe;2016;8
Podlehnik;Nestanovanjske stavbe;2017;5
Podlehnik;Nestanovanjske stavbe;2018;0
Podlehnik;Nestanovanjske stavbe;2019;0
Podlehnik;Nestanovanjske stavbe;2020;2
Podvelka;Stanovanjske stavbe;2007;5
Podvelka;Stanovanjske stavbe;2008;3
Podvelka;Stanovanjske stavbe;2009;2
Podvelka;Stanovanjske stavbe;2010;2
Podvelka;Stanovanjske stavbe;2011;3
Podvelka;Stanovanjske stavbe;2012;2
Podvelka;Stanovanjske stavbe;2013;0
Podvelka;Stanovanjske stavbe;2014;1
Podvelka;Stanovanjske stavbe;2015;0
Podvelka;Stanovanjske stavbe;2016;2
Podvelka;Stanovanjske stavbe;2017;1
Podvelka;Stanovanjske stavbe;2018;1
Podvelka;Stanovanjske stavbe;2019;0
Podvelka;Stanovanjske stavbe;2020;1
Podvelka;Nestanovanjske stavbe;2007;2
Podvelka;Nestanovanjske stavbe;2008;1
Podvelka;Nestanovanjske stavbe;2009;0
Podvelka;Nestanovanjske stavbe;2010;4
Podvelka;Nestanovanjske stavbe;2011;1
Podvelka;Nestanovanjske stavbe;2012;1
Podvelka;Nestanovanjske stavbe;2013;3
Podvelka;Nestanovanjske stavbe;2014;2
Podvelka;Nestanovanjske stavbe;2015;0
Podvelka;Nestanovanjske stavbe;2016;10
Podvelka;Nestanovanjske stavbe;2017;14
Podvelka;Nestanovanjske stavbe;2018;3
Podvelka;Nestanovanjske stavbe;2019;1
Podvelka;Nestanovanjske stavbe;2020;4
Poljcane;Stanovanjske stavbe;2007;16
Poljcane;Stanovanjske stavbe;2008;12
Poljcane;Stanovanjske stavbe;2009;11
Poljcane;Stanovanjske stavbe;2010;11
Poljcane;Stanovanjske stavbe;2011;8
Poljcane;Stanovanjske stavbe;2012;4
Poljcane;Stanovanjske stavbe;2013;5
Poljcane;Stanovanjske stavbe;2014;2
Poljcane;Stanovanjske stavbe;2015;5
Poljcane;Stanovanjske stavbe;2016;2
Poljcane;Stanovanjske stavbe;2017;6
Poljcane;Stanovanjske stavbe;2018;11
Poljcane;Stanovanjske stavbe;2019;6
Poljcane;Stanovanjske stavbe;2020;4
Poljcane;Nestanovanjske stavbe;2007;5
Poljcane;Nestanovanjske stavbe;2008;6
Poljcane;Nestanovanjske stavbe;2009;6
Poljcane;Nestanovanjske stavbe;2010;3
Poljcane;Nestanovanjske stavbe;2011;2
Poljcane;Nestanovanjske stavbe;2012;4
Poljcane;Nestanovanjske stavbe;2013;2
Poljcane;Nestanovanjske stavbe;2014;3
Poljcane;Nestanovanjske stavbe;2015;13
Poljcane;Nestanovanjske stavbe;2016;11
Poljcane;Nestanovanjske stavbe;2017;8
Poljcane;Nestanovanjske stavbe;2018;13
Poljcane;Nestanovanjske stavbe;2019;9
Poljcane;Nestanovanjske stavbe;2020;22
Polzela;Stanovanjske stavbe;2007;44
Polzela;Stanovanjske stavbe;2008;22
Polzela;Stanovanjske stavbe;2009;14
Polzela;Stanovanjske stavbe;2010;10
Polzela;Stanovanjske stavbe;2011;10
Polzela;Stanovanjske stavbe;2012;9
Polzela;Stanovanjske stavbe;2013;12
Polzela;Stanovanjske stavbe;2014;10
Polzela;Stanovanjske stavbe;2015;10
Polzela;Stanovanjske stavbe;2016;10
Polzela;Stanovanjske stavbe;2017;32
Polzela;Stanovanjske stavbe;2018;20
Polzela;Stanovanjske stavbe;2019;8
Polzela;Stanovanjske stavbe;2020;16
Polzela;Nestanovanjske stavbe;2007;3
Polzela;Nestanovanjske stavbe;2008;4
Polzela;Nestanovanjske stavbe;2009;2
Polzela;Nestanovanjske stavbe;2010;1
Polzela;Nestanovanjske stavbe;2011;4
Polzela;Nestanovanjske stavbe;2012;0
Polzela;Nestanovanjske stavbe;2013;1
Polzela;Nestanovanjske stavbe;2014;3
Polzela;Nestanovanjske stavbe;2015;3
Polzela;Nestanovanjske stavbe;2016;1
Polzela;Nestanovanjske stavbe;2017;3
Polzela;Nestanovanjske stavbe;2018;1
Polzela;Nestanovanjske stavbe;2019;11
Polzela;Nestanovanjske stavbe;2020;20
Postojna;Stanovanjske stavbe;2007;43
Postojna;Stanovanjske stavbe;2008;35
Postojna;Stanovanjske stavbe;2009;54
Postojna;Stanovanjske stavbe;2010;46
Postojna;Stanovanjske stavbe;2011;18
Postojna;Stanovanjske stavbe;2012;15
Postojna;Stanovanjske stavbe;2013;17
Postojna;Stanovanjske stavbe;2014;14
Postojna;Stanovanjske stavbe;2015;22
Postojna;Stanovanjske stavbe;2016;16
Postojna;Stanovanjske stavbe;2017;18
Postojna;Stanovanjske stavbe;2018;13
Postojna;Stanovanjske stavbe;2019;10
Postojna;Stanovanjske stavbe;2020;13
Postojna;Nestanovanjske stavbe;2007;12
Postojna;Nestanovanjske stavbe;2008;13
Postojna;Nestanovanjske stavbe;2009;12
Postojna;Nestanovanjske stavbe;2010;12
Postojna;Nestanovanjske stavbe;2011;8
Postojna;Nestanovanjske stavbe;2012;3
Postojna;Nestanovanjske stavbe;2013;7
Postojna;Nestanovanjske stavbe;2014;12
Postojna;Nestanovanjske stavbe;2015;43
Postojna;Nestanovanjske stavbe;2016;44
Postojna;Nestanovanjske stavbe;2017;47
Postojna;Nestanovanjske stavbe;2018;24
Postojna;Nestanovanjske stavbe;2019;30
Postojna;Nestanovanjske stavbe;2020;26
Prebold;Stanovanjske stavbe;2007;15
Prebold;Stanovanjske stavbe;2008;18
Prebold;Stanovanjske stavbe;2009;7
Prebold;Stanovanjske stavbe;2010;8
Prebold;Stanovanjske stavbe;2011;6
Prebold;Stanovanjske stavbe;2012;5
Prebold;Stanovanjske stavbe;2013;7
Prebold;Stanovanjske stavbe;2014;9
Prebold;Stanovanjske stavbe;2015;7
Prebold;Stanovanjske stavbe;2016;10
Prebold;Stanovanjske stavbe;2017;11
Prebold;Stanovanjske stavbe;2018;13
Prebold;Stanovanjske stavbe;2019;9
Prebold;Stanovanjske stavbe;2020;15
Prebold;Nestanovanjske stavbe;2007;3
Prebold;Nestanovanjske stavbe;2008;1
Prebold;Nestanovanjske stavbe;2009;1
Prebold;Nestanovanjske stavbe;2010;2
Prebold;Nestanovanjske stavbe;2011;0
Prebold;Nestanovanjske stavbe;2012;2
Prebold;Nestanovanjske stavbe;2013;2
Prebold;Nestanovanjske stavbe;2014;4
Prebold;Nestanovanjske stavbe;2015;0
Prebold;Nestanovanjske stavbe;2016;2
Prebold;Nestanovanjske stavbe;2017;4
Prebold;Nestanovanjske stavbe;2018;1
Prebold;Nestanovanjske stavbe;2019;9
Prebold;Nestanovanjske stavbe;2020;5
Preddvor;Stanovanjske stavbe;2007;9
Preddvor;Stanovanjske stavbe;2008;10
Preddvor;Stanovanjske stavbe;2009;10
Preddvor;Stanovanjske stavbe;2010;6
Preddvor;Stanovanjske stavbe;2011;4
Preddvor;Stanovanjske stavbe;2012;4
Preddvor;Stanovanjske stavbe;2013;2
Preddvor;Stanovanjske stavbe;2014;7
Preddvor;Stanovanjske stavbe;2015;13
Preddvor;Stanovanjske stavbe;2016;15
Preddvor;Stanovanjske stavbe;2017;9
Preddvor;Stanovanjske stavbe;2018;6
Preddvor;Stanovanjske stavbe;2019;12
Preddvor;Stanovanjske stavbe;2020;8
Preddvor;Nestanovanjske stavbe;2007;3
Preddvor;Nestanovanjske stavbe;2008;1
Preddvor;Nestanovanjske stavbe;2009;0
Preddvor;Nestanovanjske stavbe;2010;1
Preddvor;Nestanovanjske stavbe;2011;0
Preddvor;Nestanovanjske stavbe;2012;1
Preddvor;Nestanovanjske stavbe;2013;4
Preddvor;Nestanovanjske stavbe;2014;1
Preddvor;Nestanovanjske stavbe;2015;0
Preddvor;Nestanovanjske stavbe;2016;1
Preddvor;Nestanovanjske stavbe;2017;0
Preddvor;Nestanovanjske stavbe;2018;1
Preddvor;Nestanovanjske stavbe;2019;1
Preddvor;Nestanovanjske stavbe;2020;0
Prevalje;Stanovanjske stavbe;2007;7
Prevalje;Stanovanjske stavbe;2008;12
Prevalje;Stanovanjske stavbe;2009;6
Prevalje;Stanovanjske stavbe;2010;7
Prevalje;Stanovanjske stavbe;2011;6
Prevalje;Stanovanjske stavbe;2012;2
Prevalje;Stanovanjske stavbe;2013;2
Prevalje;Stanovanjske stavbe;2014;14
Prevalje;Stanovanjske stavbe;2015;5
Prevalje;Stanovanjske stavbe;2016;11
Prevalje;Stanovanjske stavbe;2017;7
Prevalje;Stanovanjske stavbe;2018;6
Prevalje;Stanovanjske stavbe;2019;10
Prevalje;Stanovanjske stavbe;2020;6
Prevalje;Nestanovanjske stavbe;2007;4
Prevalje;Nestanovanjske stavbe;2008;4
Prevalje;Nestanovanjske stavbe;2009;2
Prevalje;Nestanovanjske stavbe;2010;4
Prevalje;Nestanovanjske stavbe;2011;4
Prevalje;Nestanovanjske stavbe;2012;2
Prevalje;Nestanovanjske stavbe;2013;3
Prevalje;Nestanovanjske stavbe;2014;8
Prevalje;Nestanovanjske stavbe;2015;2
Prevalje;Nestanovanjske stavbe;2016;6
Prevalje;Nestanovanjske stavbe;2017;3
Prevalje;Nestanovanjske stavbe;2018;1
Prevalje;Nestanovanjske stavbe;2019;4
Prevalje;Nestanovanjske stavbe;2020;3
Ptuj;Stanovanjske stavbe;2007;26
Ptuj;Stanovanjske stavbe;2008;25
Ptuj;Stanovanjske stavbe;2009;14
Ptuj;Stanovanjske stavbe;2010;15
Ptuj;Stanovanjske stavbe;2011;12
Ptuj;Stanovanjske stavbe;2012;13
Ptuj;Stanovanjske stavbe;2013;14
Ptuj;Stanovanjske stavbe;2014;26
Ptuj;Stanovanjske stavbe;2015;32
Ptuj;Stanovanjske stavbe;2016;46
Ptuj;Stanovanjske stavbe;2017;48
Ptuj;Stanovanjske stavbe;2018;55
Ptuj;Stanovanjske stavbe;2019;39
Ptuj;Stanovanjske stavbe;2020;44
Ptuj;Nestanovanjske stavbe;2007;10
Ptuj;Nestanovanjske stavbe;2008;7
Ptuj;Nestanovanjske stavbe;2009;1
Ptuj;Nestanovanjske stavbe;2010;4
Ptuj;Nestanovanjske stavbe;2011;7
Ptuj;Nestanovanjske stavbe;2012;4
Ptuj;Nestanovanjske stavbe;2013;4
Ptuj;Nestanovanjske stavbe;2014;4
Ptuj;Nestanovanjske stavbe;2015;9
Ptuj;Nestanovanjske stavbe;2016;63
Ptuj;Nestanovanjske stavbe;2017;28
Ptuj;Nestanovanjske stavbe;2018;22
Ptuj;Nestanovanjske stavbe;2019;23
Ptuj;Nestanovanjske stavbe;2020;14
Puconci;Stanovanjske stavbe;2007;20
Puconci;Stanovanjske stavbe;2008;14
Puconci;Stanovanjske stavbe;2009;10
Puconci;Stanovanjske stavbe;2010;15
Puconci;Stanovanjske stavbe;2011;6
Puconci;Stanovanjske stavbe;2012;7
Puconci;Stanovanjske stavbe;2013;9
Puconci;Stanovanjske stavbe;2014;7
Puconci;Stanovanjske stavbe;2015;8
Puconci;Stanovanjske stavbe;2016;14
Puconci;Stanovanjske stavbe;2017;13
Puconci;Stanovanjske stavbe;2018;22
Puconci;Stanovanjske stavbe;2019;15
Puconci;Stanovanjske stavbe;2020;13
Puconci;Nestanovanjske stavbe;2007;6
Puconci;Nestanovanjske stavbe;2008;6
Puconci;Nestanovanjske stavbe;2009;2
Puconci;Nestanovanjske stavbe;2010;4
Puconci;Nestanovanjske stavbe;2011;5
Puconci;Nestanovanjske stavbe;2012;3
Puconci;Nestanovanjske stavbe;2013;6
Puconci;Nestanovanjske stavbe;2014;6
Puconci;Nestanovanjske stavbe;2015;19
Puconci;Nestanovanjske stavbe;2016;29
Puconci;Nestanovanjske stavbe;2017;25
Puconci;Nestanovanjske stavbe;2018;25
Puconci;Nestanovanjske stavbe;2019;25
Puconci;Nestanovanjske stavbe;2020;13
Race - Fram;Stanovanjske stavbe;2007;42
Race - Fram;Stanovanjske stavbe;2008;36
Race - Fram;Stanovanjske stavbe;2009;35
Race - Fram;Stanovanjske stavbe;2010;24
Race - Fram;Stanovanjske stavbe;2011;105
Race - Fram;Stanovanjske stavbe;2012;19
Race - Fram;Stanovanjske stavbe;2013;23
Race - Fram;Stanovanjske stavbe;2014;12
Race - Fram;Stanovanjske stavbe;2015;13
Race - Fram;Stanovanjske stavbe;2016;17
Race - Fram;Stanovanjske stavbe;2017;44
Race - Fram;Stanovanjske stavbe;2018;40
Race - Fram;Stanovanjske stavbe;2019;23
Race - Fram;Stanovanjske stavbe;2020;39
Race - Fram;Nestanovanjske stavbe;2007;12
Race - Fram;Nestanovanjske stavbe;2008;2
Race - Fram;Nestanovanjske stavbe;2009;2
Race - Fram;Nestanovanjske stavbe;2010;1
Race - Fram;Nestanovanjske stavbe;2011;4
Race - Fram;Nestanovanjske stavbe;2012;5
Race - Fram;Nestanovanjske stavbe;2013;5
Race - Fram;Nestanovanjske stavbe;2014;8
Race - Fram;Nestanovanjske stavbe;2015;3
Race - Fram;Nestanovanjske stavbe;2016;13
Race - Fram;Nestanovanjske stavbe;2017;22
Race - Fram;Nestanovanjske stavbe;2018;24
Race - Fram;Nestanovanjske stavbe;2019;26
Race - Fram;Nestanovanjske stavbe;2020;35
Radece;Stanovanjske stavbe;2007;6
Radece;Stanovanjske stavbe;2008;3
Radece;Stanovanjske stavbe;2009;5
Radece;Stanovanjske stavbe;2010;5
Radece;Stanovanjske stavbe;2011;4
Radece;Stanovanjske stavbe;2012;8
Radece;Stanovanjske stavbe;2013;4
Radece;Stanovanjske stavbe;2014;2
Radece;Stanovanjske stavbe;2015;1
Radece;Stanovanjske stavbe;2016;3
Radece;Stanovanjske stavbe;2017;3
Radece;Stanovanjske stavbe;2018;3
Radece;Stanovanjske stavbe;2019;2
Radece;Stanovanjske stavbe;2020;3
Radece;Nestanovanjske stavbe;2007;3
Radece;Nestanovanjske stavbe;2008;2
Radece;Nestanovanjske stavbe;2009;2
Radece;Nestanovanjske stavbe;2010;5
Radece;Nestanovanjske stavbe;2011;4
Radece;Nestanovanjske stavbe;2012;2
Radece;Nestanovanjske stavbe;2013;0
Radece;Nestanovanjske stavbe;2014;0
Radece;Nestanovanjske stavbe;2015;2
Radece;Nestanovanjske stavbe;2016;8
Radece;Nestanovanjske stavbe;2017;6
Radece;Nestanovanjske stavbe;2018;8
Radece;Nestanovanjske stavbe;2019;13
Radece;Nestanovanjske stavbe;2020;4
Radenci;Stanovanjske stavbe;2007;8
Radenci;Stanovanjske stavbe;2008;10
Radenci;Stanovanjske stavbe;2009;16
Radenci;Stanovanjske stavbe;2010;17
Radenci;Stanovanjske stavbe;2011;4
Radenci;Stanovanjske stavbe;2012;4
