OBCINE;TIP.STAVBE;Leto;Stevilo.gradbenih.dovoljenj
Sentilj;Stanovanjske stavbe;2015;9
Sentilj;Stanovanjske stavbe;2016;10
Sentilj;Stanovanjske stavbe;2017;16
Sentilj;Stanovanjske stavbe;2018;19
Sentilj;Stanovanjske stavbe;2019;19
Sentilj;Stanovanjske stavbe;2020;19
Sentilj;Nestanovanjske stavbe;2007;4
Sentilj;Nestanovanjske stavbe;2008;5
Sentilj;Nestanovanjske stavbe;2009;0
Sentilj;Nestanovanjske stavbe;2010;3
Sentilj;Nestanovanjske stavbe;2011;0
Sentilj;Nestanovanjske stavbe;2012;1
Sentilj;Nestanovanjske stavbe;2013;2
Sentilj;Nestanovanjske stavbe;2014;3
Sentilj;Nestanovanjske stavbe;2015;5
Sentilj;Nestanovanjske stavbe;2016;5
Sentilj;Nestanovanjske stavbe;2017;2
Sentilj;Nestanovanjske stavbe;2018;2
Sentilj;Nestanovanjske stavbe;2019;7
Sentilj;Nestanovanjske stavbe;2020;2
Sentjernej;Stanovanjske stavbe;2007;9
Sentjernej;Stanovanjske stavbe;2008;9
Sentjernej;Stanovanjske stavbe;2009;7
Sentjernej;Stanovanjske stavbe;2010;15
Sentjernej;Stanovanjske stavbe;2011;20
Sentjernej;Stanovanjske stavbe;2012;17
Sentjernej;Stanovanjske stavbe;2013;25
Sentjernej;Stanovanjske stavbe;2014;24
Sentjernej;Stanovanjske stavbe;2015;28
Sentjernej;Stanovanjske stavbe;2016;19
Sentjernej;Stanovanjske stavbe;2017;23
Sentjernej;Stanovanjske stavbe;2018;15
Sentjernej;Stanovanjske stavbe;2019;15
Sentjernej;Stanovanjske stavbe;2020;18
Sentjernej;Nestanovanjske stavbe;2007;9
Sentjernej;Nestanovanjske stavbe;2008;5
Sentjernej;Nestanovanjske stavbe;2009;7
Sentjernej;Nestanovanjske stavbe;2010;13
Sentjernej;Nestanovanjske stavbe;2011;15
Sentjernej;Nestanovanjske stavbe;2012;7
Sentjernej;Nestanovanjske stavbe;2013;8
Sentjernej;Nestanovanjske stavbe;2014;29
Sentjernej;Nestanovanjske stavbe;2015;37
Sentjernej;Nestanovanjske stavbe;2016;59
Sentjernej;Nestanovanjske stavbe;2017;50
Sentjernej;Nestanovanjske stavbe;2018;34
Sentjernej;Nestanovanjske stavbe;2019;57
Sentjernej;Nestanovanjske stavbe;2020;25
Sentjur;Stanovanjske stavbe;2007;64
Sentjur;Stanovanjske stavbe;2008;53
Sentjur;Stanovanjske stavbe;2009;55
Sentjur;Stanovanjske stavbe;2010;46
Sentjur;Stanovanjske stavbe;2011;37
Sentjur;Stanovanjske stavbe;2012;31
Sentjur;Stanovanjske stavbe;2013;37
Sentjur;Stanovanjske stavbe;2014;42
Sentjur;Stanovanjske stavbe;2015;52
Sentjur;Stanovanjske stavbe;2016;31
Sentjur;Stanovanjske stavbe;2017;32
Sentjur;Stanovanjske stavbe;2018;33
Sentjur;Stanovanjske stavbe;2019;38
Sentjur;Stanovanjske stavbe;2020;28
Sentjur;Nestanovanjske stavbe;2007;13
Sentjur;Nestanovanjske stavbe;2008;12
Sentjur;Nestanovanjske stavbe;2009;12
Sentjur;Nestanovanjske stavbe;2010;12
Sentjur;Nestanovanjske stavbe;2011;13
Sentjur;Nestanovanjske stavbe;2012;11
Sentjur;Nestanovanjske stavbe;2013;9
Sentjur;Nestanovanjske stavbe;2014;12
Sentjur;Nestanovanjske stavbe;2015;17
Sentjur;Nestanovanjske stavbe;2016;46
Sentjur;Nestanovanjske stavbe;2017;38
Sentjur;Nestanovanjske stavbe;2018;38
Sentjur;Nestanovanjske stavbe;2019;64
Sentjur;Nestanovanjske stavbe;2020;48
Sentrupert;Stanovanjske stavbe;2007;3
Sentrupert;Stanovanjske stavbe;2008;5
Sentrupert;Stanovanjske stavbe;2009;7
Sentrupert;Stanovanjske stavbe;2010;8
Sentrupert;Stanovanjske stavbe;2011;5
Sentrupert;Stanovanjske stavbe;2012;12
Sentrupert;Stanovanjske stavbe;2013;6
Sentrupert;Stanovanjske stavbe;2014;18
Sentrupert;Stanovanjske stavbe;2015;19
Sentrupert;Stanovanjske stavbe;2016;4
Sentrupert;Stanovanjske stavbe;2017;5
Sentrupert;Stanovanjske stavbe;2018;6
Sentrupert;Stanovanjske stavbe;2019;6
Sentrupert;Stanovanjske stavbe;2020;4
Sentrupert;Nestanovanjske stavbe;2007;5
Sentrupert;Nestanovanjske stavbe;2008;7
Sentrupert;Nestanovanjske stavbe;2009;8
Sentrupert;Nestanovanjske stavbe;2010;10
Sentrupert;Nestanovanjske stavbe;2011;8
Sentrupert;Nestanovanjske stavbe;2012;10
Sentrupert;Nestanovanjske stavbe;2013;15
Sentrupert;Nestanovanjske stavbe;2014;9
Sentrupert;Nestanovanjske stavbe;2015;9
Sentrupert;Nestanovanjske stavbe;2016;4
Sentrupert;Nestanovanjske stavbe;2017;4
Sentrupert;Nestanovanjske stavbe;2018;18
Sentrupert;Nestanovanjske stavbe;2019;19
Sentrupert;Nestanovanjske stavbe;2020;18
Skocjan;Stanovanjske stavbe;2007;9
Skocjan;Stanovanjske stavbe;2008;2
Skocjan;Stanovanjske stavbe;2009;4
Skocjan;Stanovanjske stavbe;2010;5
Skocjan;Stanovanjske stavbe;2011;4
Skocjan;Stanovanjske stavbe;2012;11
Skocjan;Stanovanjske stavbe;2013;6
Skocjan;Stanovanjske stavbe;2014;7
Skocjan;Stanovanjske stavbe;2015;9
Skocjan;Stanovanjske stavbe;2016;9
Skocjan;Stanovanjske stavbe;2017;9
Skocjan;Stanovanjske stavbe;2018;7
Skocjan;Stanovanjske stavbe;2019;7
Skocjan;Stanovanjske stavbe;2020;14
Skocjan;Nestanovanjske stavbe;2007;4
Skocjan;Nestanovanjske stavbe;2008;3
Skocjan;Nestanovanjske stavbe;2009;4
Skocjan;Nestanovanjske stavbe;2010;2
Skocjan;Nestanovanjske stavbe;2011;3
Skocjan;Nestanovanjske stavbe;2012;6
Skocjan;Nestanovanjske stavbe;2013;8
Skocjan;Nestanovanjske stavbe;2014;7
Skocjan;Nestanovanjske stavbe;2015;21
Skocjan;Nestanovanjske stavbe;2016;30
Skocjan;Nestanovanjske stavbe;2017;35
Skocjan;Nestanovanjske stavbe;2018;29
Skocjan;Nestanovanjske stavbe;2019;22
Skocjan;Nestanovanjske stavbe;2020;29
Skofja Loka;Stanovanjske stavbe;2007;77
Skofja Loka;Stanovanjske stavbe;2008;62
Skofja Loka;Stanovanjske stavbe;2009;79
Skofja Loka;Stanovanjske stavbe;2010;32
Skofja Loka;Stanovanjske stavbe;2011;42
Skofja Loka;Stanovanjske stavbe;2012;44
Skofja Loka;Stanovanjske stavbe;2013;31
Skofja Loka;Stanovanjske stavbe;2014;30
Skofja Loka;Stanovanjske stavbe;2015;37
Skofja Loka;Stanovanjske stavbe;2016;25
Skofja Loka;Stanovanjske stavbe;2017;33
Skofja Loka;Stanovanjske stavbe;2018;41
Skofja Loka;Stanovanjske stavbe;2019;25
Skofja Loka;Stanovanjske stavbe;2020;15
Skofja Loka;Nestanovanjske stavbe;2007;13
Skofja Loka;Nestanovanjske stavbe;2008;19
Skofja Loka;Nestanovanjske stavbe;2009;13
Skofja Loka;Nestanovanjske stavbe;2010;18
Skofja Loka;Nestanovanjske stavbe;2011;17
Skofja Loka;Nestanovanjske stavbe;2012;5
Skofja Loka;Nestanovanjske stavbe;2013;5
Skofja Loka;Nestanovanjske stavbe;2014;8
Skofja Loka;Nestanovanjske stavbe;2015;6
Skofja Loka;Nestanovanjske stavbe;2016;25
Skofja Loka;Nestanovanjske stavbe;2017;20
Skofja Loka;Nestanovanjske stavbe;2018;22
Skofja Loka;Nestanovanjske stavbe;2019;13
Skofja Loka;Nestanovanjske stavbe;2020;6
Skofljica;Stanovanjske stavbe;2007;51
Skofljica;Stanovanjske stavbe;2008;20
Skofljica;Stanovanjske stavbe;2009;23
Skofljica;Stanovanjske stavbe;2010;9
Skofljica;Stanovanjske stavbe;2011;23
Skofljica;Stanovanjske stavbe;2012;17
Skofljica;Stanovanjske stavbe;2013;16
Skofljica;Stanovanjske stavbe;2014;18
Skofljica;Stanovanjske stavbe;2015;8
Skofljica;Stanovanjske stavbe;2016;16
Skofljica;Stanovanjske stavbe;2017;11
Skofljica;Stanovanjske stavbe;2018;5
Skofljica;Stanovanjske stavbe;2019;19
Skofljica;Stanovanjske stavbe;2020;6
Skofljica;Nestanovanjske stavbe;2007;0
Skofljica;Nestanovanjske stavbe;2008;0
Skofljica;Nestanovanjske stavbe;2009;1
Skofljica;Nestanovanjske stavbe;2010;2
Skofljica;Nestanovanjske stavbe;2011;1
Skofljica;Nestanovanjske stavbe;2012;0
Skofljica;Nestanovanjske stavbe;2013;0
Skofljica;Nestanovanjske stavbe;2014;0
Skofljica;Nestanovanjske stavbe;2015;0
Skofljica;Nestanovanjske stavbe;2016;0
Skofljica;Nestanovanjske stavbe;2017;5
Skofljica;Nestanovanjske stavbe;2018;2
Skofljica;Nestanovanjske stavbe;2019;6
Skofljica;Nestanovanjske stavbe;2020;1
Smarje pri Jelsah;Stanovanjske stavbe;2007;31
Smarje pri Jelsah;Stanovanjske stavbe;2008;37
Smarje pri Jelsah;Stanovanjske stavbe;2009;28
Smarje pri Jelsah;Stanovanjske stavbe;2010;34
Smarje pri Jelsah;Stanovanjske stavbe;2011;29
Smarje pri Jelsah;Stanovanjske stavbe;2012;28
Smarje pri Jelsah;Stanovanjske stavbe;2013;16
Smarje pri Jelsah;Stanovanjske stavbe;2014;8
Smarje pri Jelsah;Stanovanjske stavbe;2015;19
Smarje pri Jelsah;Stanovanjske stavbe;2016;21
Smarje pri Jelsah;Stanovanjske stavbe;2017;19
Smarje pri Jelsah;Stanovanjske stavbe;2018;30
Smarje pri Jelsah;Stanovanjske stavbe;2019;14
Smarje pri Jelsah;Stanovanjske stavbe;2020;21
Smarje pri Jelsah;Nestanovanjske stavbe;2007;14
Smarje pri Jelsah;Nestanovanjske stavbe;2008;11
Smarje pri Jelsah;Nestanovanjske stavbe;2009;11
Smarje pri Jelsah;Nestanovanjske stavbe;2010;10
Smarje pri Jelsah;Nestanovanjske stavbe;2011;11
Smarje pri Jelsah;Nestanovanjske stavbe;2012;10
Smarje pri Jelsah;Nestanovanjske stavbe;2013;9
Smarje pri Jelsah;Nestanovanjske stavbe;2014;7
Smarje pri Jelsah;Nestanovanjske stavbe;2015;63
Smarje pri Jelsah;Nestanovanjske stavbe;2016;71
Smarje pri Jelsah;Nestanovanjske stavbe;2017;77
Smarje pri Jelsah;Nestanovanjske stavbe;2018;66
Smarje pri Jelsah;Nestanovanjske stavbe;2019;62
Smarje pri Jelsah;Nestanovanjske stavbe;2020;37
Smarjeske Toplice;Stanovanjske stavbe;2007;12
Smarjeske Toplice;Stanovanjske stavbe;2008;5
Smarjeske Toplice;Stanovanjske stavbe;2009;3
Smarjeske Toplice;Stanovanjske stavbe;2010;3
Smarjeske Toplice;Stanovanjske stavbe;2011;6
Smarjeske Toplice;Stanovanjske stavbe;2012;3
Smarjeske Toplice;Stanovanjske stavbe;2013;10
Smarjeske Toplice;Stanovanjske stavbe;2014;13
Smarjeske Toplice;Stanovanjske stavbe;2015;14
Smarjeske Toplice;Stanovanjske stavbe;2016;5
Smarjeske Toplice;Stanovanjske stavbe;2017;5
Smarjeske Toplice;Stanovanjske stavbe;2018;5
Smarjeske Toplice;Stanovanjske stavbe;2019;3
Smarjeske Toplice;Stanovanjske stavbe;2020;2
Smarjeske Toplice;Nestanovanjske stavbe;2007;6
Smarjeske Toplice;Nestanovanjske stavbe;2008;4
Smarjeske Toplice;Nestanovanjske stavbe;2009;2
Smarjeske Toplice;Nestanovanjske stavbe;2010;8
Smarjeske Toplice;Nestanovanjske stavbe;2011;3
Smarjeske Toplice;Nestanovanjske stavbe;2012;4
Smarjeske Toplice;Nestanovanjske stavbe;2013;4
Smarjeske Toplice;Nestanovanjske stavbe;2014;11
Smarjeske Toplice;Nestanovanjske stavbe;2015;33
Smarjeske Toplice;Nestanovanjske stavbe;2016;35
Smarjeske Toplice;Nestanovanjske stavbe;2017;22
Smarjeske Toplice;Nestanovanjske stavbe;2018;25
Smarjeske Toplice;Nestanovanjske stavbe;2019;17
Smarjeske Toplice;Nestanovanjske stavbe;2020;25
Smartno ob Paki;Stanovanjske stavbe;2007;15
Smartno ob Paki;Stanovanjske stavbe;2008;23
Smartno ob Paki;Stanovanjske stavbe;2009;15
Smartno ob Paki;Stanovanjske stavbe;2010;16
Smartno ob Paki;Stanovanjske stavbe;2011;6
Smartno ob Paki;Stanovanjske stavbe;2012;12
Smartno ob Paki;Stanovanjske stavbe;2013;5
Smartno ob Paki;Stanovanjske stavbe;2014;6
Smartno ob Paki;Stanovanjske stavbe;2015;18
Smartno ob Paki;Stanovanjske stavbe;2016;6
Smartno ob Paki;Stanovanjske stavbe;2017;6
Smartno ob Paki;Stanovanjske stavbe;2018;3
Smartno ob Paki;Stanovanjske stavbe;2019;13
Smartno ob Paki;Stanovanjske stavbe;2020;6
Smartno ob Paki;Nestanovanjske stavbe;2007;0
Smartno ob Paki;Nestanovanjske stavbe;2008;1
Smartno ob Paki;Nestanovanjske stavbe;2009;1
Smartno ob Paki;Nestanovanjske stavbe;2010;0
Smartno ob Paki;Nestanovanjske stavbe;2011;0
Smartno ob Paki;Nestanovanjske stavbe;2012;0
Smartno ob Paki;Nestanovanjske stavbe;2013;0
Smartno ob Paki;Nestanovanjske stavbe;2014;3
Smartno ob Paki;Nestanovanjske stavbe;2015;20
Smartno ob Paki;Nestanovanjske stavbe;2016;17
Smartno ob Paki;Nestanovanjske stavbe;2017;25
Smartno ob Paki;Nestanovanjske stavbe;2018;15
Smartno ob Paki;Nestanovanjske stavbe;2019;16
Smartno ob Paki;Nestanovanjske stavbe;2020;9
Smartno pri Litiji;Stanovanjske stavbe;2007;15
Smartno pri Litiji;Stanovanjske stavbe;2008;22
Smartno pri Litiji;Stanovanjske stavbe;2009;18
Smartno pri Litiji;Stanovanjske stavbe;2010;8
Smartno pri Litiji;Stanovanjske stavbe;2011;19
Smartno pri Litiji;Stanovanjske stavbe;2012;6
Smartno pri Litiji;Stanovanjske stavbe;2013;7
Smartno pri Litiji;Stanovanjske stavbe;2014;12
Smartno pri Litiji;Stanovanjske stavbe;2015;8
Smartno pri Litiji;Stanovanjske stavbe;2016;10
Smartno pri Litiji;Stanovanjske stavbe;2017;3
Smartno pri Litiji;Stanovanjske stavbe;2018;6
Smartno pri Litiji;Stanovanjske stavbe;2019;5
Smartno pri Litiji;Stanovanjske stavbe;2020;2
Smartno pri Litiji;Nestanovanjske stavbe;2007;2
Smartno pri Litiji;Nestanovanjske stavbe;2008;1
Smartno pri Litiji;Nestanovanjske stavbe;2009;2
Smartno pri Litiji;Nestanovanjske stavbe;2010;4
Smartno pri Litiji;Nestanovanjske stavbe;2011;1
Smartno pri Litiji;Nestanovanjske stavbe;2012;0
Smartno pri Litiji;Nestanovanjske stavbe;2013;5
Smartno pri Litiji;Nestanovanjske stavbe;2014;1
Smartno pri Litiji;Nestanovanjske stavbe;2015;20
Smartno pri Litiji;Nestanovanjske stavbe;2016;11
Smartno pri Litiji;Nestanovanjske stavbe;2017;8
Smartno pri Litiji;Nestanovanjske stavbe;2018;11
Smartno pri Litiji;Nestanovanjske stavbe;2019;6
Smartno pri Litiji;Nestanovanjske stavbe;2020;7
Sostanj;Stanovanjske stavbe;2007;20
Sostanj;Stanovanjske stavbe;2008;29
Sostanj;Stanovanjske stavbe;2009;20
Sostanj;Stanovanjske stavbe;2010;11
Sostanj;Stanovanjske stavbe;2011;17
Sostanj;Stanovanjske stavbe;2012;14
Sostanj;Stanovanjske stavbe;2013;17
Sostanj;Stanovanjske stavbe;2014;10
Sostanj;Stanovanjske stavbe;2015;15
Sostanj;Stanovanjske stavbe;2016;6
Sostanj;Stanovanjske stavbe;2017;5
Sostanj;Stanovanjske stavbe;2018;10
Sostanj;Stanovanjske stavbe;2019;8
Sostanj;Stanovanjske stavbe;2020;12
Sostanj;Nestanovanjske stavbe;2007;1
Sostanj;Nestanovanjske stavbe;2008;2
Sostanj;Nestanovanjske stavbe;2009;3
Sostanj;Nestanovanjske stavbe;2010;0
Sostanj;Nestanovanjske stavbe;2011;1
Sostanj;Nestanovanjske stavbe;2012;2
Sostanj;Nestanovanjske stavbe;2013;5
Sostanj;Nestanovanjske stavbe;2014;1
Sostanj;Nestanovanjske stavbe;2015;30
Sostanj;Nestanovanjske stavbe;2016;60
Sostanj;Nestanovanjske stavbe;2017;37
Sostanj;Nestanovanjske stavbe;2018;47
Sostanj;Nestanovanjske stavbe;2019;31
Sostanj;Nestanovanjske stavbe;2020;28
Store;Stanovanjske stavbe;2007;6
Store;Stanovanjske stavbe;2008;5
Store;Stanovanjske stavbe;2009;6
Store;Stanovanjske stavbe;2010;4
Store;Stanovanjske stavbe;2011;3
Store;Stanovanjske stavbe;2012;1
Store;Stanovanjske stavbe;2013;7
Store;Stanovanjske stavbe;2014;1
Store;Stanovanjske stavbe;2015;1
Store;Stanovanjske stavbe;2016;3
Store;Stanovanjske stavbe;2017;5
Store;Stanovanjske stavbe;2018;5
Store;Stanovanjske stavbe;2019;4
Store;Stanovanjske stavbe;2020;0
Store;Nestanovanjske stavbe;2007;0
Store;Nestanovanjske stavbe;2008;0
Store;Nestanovanjske stavbe;2009;0
Store;Nestanovanjske stavbe;2010;0
Store;Nestanovanjske stavbe;2011;0
Store;Nestanovanjske stavbe;2012;0
Store;Nestanovanjske stavbe;2013;0
Store;Nestanovanjske stavbe;2014;0
Store;Nestanovanjske stavbe;2015;0
Store;Nestanovanjske stavbe;2016;3
Store;Nestanovanjske stavbe;2017;9
Store;Nestanovanjske stavbe;2018;9
Store;Nestanovanjske stavbe;2019;4
Store;Nestanovanjske stavbe;2020;4
Tabor;Stanovanjske stavbe;2007;16
Tabor;Stanovanjske stavbe;2008;29
Tabor;Stanovanjske stavbe;2009;10
Tabor;Stanovanjske stavbe;2010;1
Tabor;Stanovanjske stavbe;2011;5
Tabor;Stanovanjske stavbe;2012;3
Tabor;Stanovanjske stavbe;2013;2
Tabor;Stanovanjske stavbe;2014;2
Tabor;Stanovanjske stavbe;2015;2
Tabor;Stanovanjske stavbe;2016;1
Tabor;Stanovanjske stavbe;2017;4
Tabor;Stanovanjske stavbe;2018;1
Tabor;Stanovanjske stavbe;2019;5
Tabor;Stanovanjske stavbe;2020;8
Tabor;Nestanovanjske stavbe;2007;1
Tabor;Nestanovanjske stavbe;2008;0
Tabor;Nestanovanjske stavbe;2009;0
Tabor;Nestanovanjske stavbe;2010;0
Tabor;Nestanovanjske stavbe;2011;0
Tabor;Nestanovanjske stavbe;2012;0
Tabor;Nestanovanjske stavbe;2013;0
Tabor;Nestanovanjske stavbe;2014;0
Tabor;Nestanovanjske stavbe;2015;1
Tabor;Nestanovanjske stavbe;2016;1
Tabor;Nestanovanjske stavbe;2017;1
Tabor;Nestanovanjske stavbe;2018;2
Tabor;Nestanovanjske stavbe;2019;2
Tabor;Nestanovanjske stavbe;2020;11
Tisina;Stanovanjske stavbe;2007;17
Tisina;Stanovanjske stavbe;2008;8
Tisina;Stanovanjske stavbe;2009;8
Tisina;Stanovanjske stavbe;2010;9
Tisina;Stanovanjske stavbe;2011;8
Tisina;Stanovanjske stavbe;2012;5
Tisina;Stanovanjske stavbe;2013;7
Tisina;Stanovanjske stavbe;2014;10
Tisina;Stanovanjske stavbe;2015;2
Tisina;Stanovanjske stavbe;2016;9
Tisina;Stanovanjske stavbe;2017;10
Tisina;Stanovanjske stavbe;2018;7
Tisina;Stanovanjske stavbe;2019;10
Tisina;Stanovanjske stavbe;2020;2
Tisina;Nestanovanjske stavbe;2007;4
Tisina;Nestanovanjske stavbe;2008;3
Tisina;Nestanovanjske stavbe;2009;4
Tisina;Nestanovanjske stavbe;2010;8
Tisina;Nestanovanjske stavbe;2011;0
Tisina;Nestanovanjske stavbe;2012;5
Tisina;Nestanovanjske stavbe;2013;3
Tisina;Nestanovanjske stavbe;2014;3
Tisina;Nestanovanjske stavbe;2015;6
Tisina;Nestanovanjske stavbe;2016;9
Tisina;Nestanovanjske stavbe;2017;13
Tisina;Nestanovanjske stavbe;2018;16
Tisina;Nestanovanjske stavbe;2019;17
Tisina;Nestanovanjske stavbe;2020;19
Tolmin;Stanovanjske stavbe;2007;14
Tolmin;Stanovanjske stavbe;2008;17
Tolmin;Stanovanjske stavbe;2009;11
Tolmin;Stanovanjske stavbe;2010;9
Tolmin;Stanovanjske stavbe;2011;20
Tolmin;Stanovanjske stavbe;2012;8
Tolmin;Stanovanjske stavbe;2013;22
Tolmin;Stanovanjske stavbe;2014;16
Tolmin;Stanovanjske stavbe;2015;7
Tolmin;Stanovanjske stavbe;2016;13
Tolmin;Stanovanjske stavbe;2017;9
Tolmin;Stanovanjske stavbe;2018;11
Tolmin;Stanovanjske stavbe;2019;5
Tolmin;Stanovanjske stavbe;2020;11
Tolmin;Nestanovanjske stavbe;2007;11
Tolmin;Nestanovanjske stavbe;2008;9
Tolmin;Nestanovanjske stavbe;2009;8
Tolmin;Nestanovanjske stavbe;2010;3
Tolmin;Nestanovanjske stavbe;2011;9
Tolmin;Nestanovanjske stavbe;2012;8
Tolmin;Nestanovanjske stavbe;2013;15
Tolmin;Nestanovanjske stavbe;2014;10
Tolmin;Nestanovanjske stavbe;2015;42
Tolmin;Nestanovanjske stavbe;2016;38
Tolmin;Nestanovanjske stavbe;2017;19
Tolmin;Nestanovanjske stavbe;2018;18
Tolmin;Nestanovanjske stavbe;2019;15
Tolmin;Nestanovanjske stavbe;2020;20
Trbovlje;Stanovanjske stavbe;2007;8
Trbovlje;Stanovanjske stavbe;2008;6
Trbovlje;Stanovanjske stavbe;2009;5
Trbovlje;Stanovanjske stavbe;2010;4
Trbovlje;Stanovanjske stavbe;2011;1
Trbovlje;Stanovanjske stavbe;2012;4
Trbovlje;Stanovanjske stavbe;2013;3
Trbovlje;Stanovanjske stavbe;2014;8
Trbovlje;Stanovanjske stavbe;2015;6
Trbovlje;Stanovanjske stavbe;2016;4
Trbovlje;Stanovanjske stavbe;2017;8
Trbovlje;Stanovanjske stavbe;2018;4
Trbovlje;Stanovanjske stavbe;2019;1
Trbovlje;Stanovanjske stavbe;2020;8
Trbovlje;Nestanovanjske stavbe;2007;10
Trbovlje;Nestanovanjske stavbe;2008;5
Trbovlje;Nestanovanjske stavbe;2009;5
Trbovlje;Nestanovanjske stavbe;2010;6
Trbovlje;Nestanovanjske stavbe;2011;1
Trbovlje;Nestanovanjske stavbe;2012;3
Trbovlje;Nestanovanjske stavbe;2013;2
Trbovlje;Nestanovanjske stavbe;2014;0
Trbovlje;Nestanovanjske stavbe;2015;11
Trbovlje;Nestanovanjske stavbe;2016;7
Trbovlje;Nestanovanjske stavbe;2017;1
Trbovlje;Nestanovanjske stavbe;2018;1
Trbovlje;Nestanovanjske stavbe;2019;3
Trbovlje;Nestanovanjske stavbe;2020;11
Trebnje;Stanovanjske stavbe;2007;66
Trebnje;Stanovanjske stavbe;2008;52
Trebnje;Stanovanjske stavbe;2009;38
Trebnje;Stanovanjske stavbe;2010;32
Trebnje;Stanovanjske stavbe;2011;21
Trebnje;Stanovanjske stavbe;2012;21
Trebnje;Stanovanjske stavbe;2013;33
Trebnje;Stanovanjske stavbe;2014;34
Trebnje;Stanovanjske stavbe;2015;32
Trebnje;Stanovanjske stavbe;2016;27
Trebnje;Stanovanjske stavbe;2017;29
Trebnje;Stanovanjske stavbe;2018;28
Trebnje;Stanovanjske stavbe;2019;31
Trebnje;Stanovanjske stavbe;2020;37
Trebnje;Nestanovanjske stavbe;2007;28
Trebnje;Nestanovanjske stavbe;2008;30
Trebnje;Nestanovanjske stavbe;2009;53
Trebnje;Nestanovanjske stavbe;2010;34
Trebnje;Nestanovanjske stavbe;2011;46
Trebnje;Nestanovanjske stavbe;2012;29
Trebnje;Nestanovanjske stavbe;2013;29
Trebnje;Nestanovanjske stavbe;2014;22
Trebnje;Nestanovanjske stavbe;2015;19
Trebnje;Nestanovanjske stavbe;2016;14
Trebnje;Nestanovanjske stavbe;2017;35
Trebnje;Nestanovanjske stavbe;2018;66
Trebnje;Nestanovanjske stavbe;2019;75
Trebnje;Nestanovanjske stavbe;2020;68
Trnovska vas;Stanovanjske stavbe;2007;0
Trnovska vas;Stanovanjske stavbe;2008;5
Trnovska vas;Stanovanjske stavbe;2009;5
Trnovska vas;Stanovanjske stavbe;2010;3
Trnovska vas;Stanovanjske stavbe;2011;1
Trnovska vas;Stanovanjske stavbe;2012;1
Trnovska vas;Stanovanjske stavbe;2013;3
Trnovska vas;Stanovanjske stavbe;2014;2
Trnovska vas;Stanovanjske stavbe;2015;6
Trnovska vas;Stanovanjske stavbe;2016;9
Trnovska vas;Stanovanjske stavbe;2017;1
Trnovska vas;Stanovanjske stavbe;2018;5
Trnovska vas;Stanovanjske stavbe;2019;4
Trnovska vas;Stanovanjske stavbe;2020;6
Trnovska vas;Nestanovanjske stavbe;2007;0
Trnovska vas;Nestanovanjske stavbe;2008;1
Trnovska vas;Nestanovanjske stavbe;2009;1
Trnovska vas;Nestanovanjske stavbe;2010;0
Trnovska vas;Nestanovanjske stavbe;2011;1
Trnovska vas;Nestanovanjske stavbe;2012;0
Trnovska vas;Nestanovanjske stavbe;2013;0
Trnovska vas;Nestanovanjske stavbe;2014;1
Trnovska vas;Nestanovanjske stavbe;2015;1
Trnovska vas;Nestanovanjske stavbe;2016;1
Trnovska vas;Nestanovanjske stavbe;2017;3
Trnovska vas;Nestanovanjske stavbe;2018;1
Trnovska vas;Nestanovanjske stavbe;2019;1
Trnovska vas;Nestanovanjske stavbe;2020;2
Trzin;Stanovanjske stavbe;2007;2
Trzin;Stanovanjske stavbe;2008;3
Trzin;Stanovanjske stavbe;2009;5
Trzin;Stanovanjske stavbe;2010;2
Trzin;Stanovanjske stavbe;2011;2
Trzin;Stanovanjske stavbe;2012;5
Trzin;Stanovanjske stavbe;2013;6
Trzin;Stanovanjske stavbe;2014;0
Trzin;Stanovanjske stavbe;2015;4
Trzin;Stanovanjske stavbe;2016;8
Trzin;Stanovanjske stavbe;2017;6
Trzin;Stanovanjske stavbe;2018;0
Trzin;Stanovanjske stavbe;2019;3
Trzin;Stanovanjske stavbe;2020;2
Trzin;Nestanovanjske stavbe;2007;1
Trzin;Nestanovanjske stavbe;2008;1
Trzin;Nestanovanjske stavbe;2009;1
Trzin;Nestanovanjske stavbe;2010;1
Trzin;Nestanovanjske stavbe;2011;0
Trzin;Nestanovanjske stavbe;2012;0
Trzin;Nestanovanjske stavbe;2013;0
Trzin;Nestanovanjske stavbe;2014;0
Trzin;Nestanovanjske stavbe;2015;0
Trzin;Nestanovanjske stavbe;2016;1
Trzin;Nestanovanjske stavbe;2017;4
Trzin;Nestanovanjske stavbe;2018;0
Trzin;Nestanovanjske stavbe;2019;5
Trzin;Nestanovanjske stavbe;2020;3
Trzic;Stanovanjske stavbe;2007;18
Trzic;Stanovanjske stavbe;2008;13
Trzic;Stanovanjske stavbe;2009;18
Trzic;Stanovanjske stavbe;2010;10
Trzic;Stanovanjske stavbe;2011;12
Trzic;Stanovanjske stavbe;2012;20
Trzic;Stanovanjske stavbe;2013;15
Trzic;Stanovanjske stavbe;2014;7
Trzic;Stanovanjske stavbe;2015;10
Trzic;Stanovanjske stavbe;2016;6
Trzic;Stanovanjske stavbe;2017;11
Trzic;Stanovanjske stavbe;2018;7
Trzic;Stanovanjske stavbe;2019;3
Trzic;Stanovanjske stavbe;2020;5
Trzic;Nestanovanjske stavbe;2007;1
Trzic;Nestanovanjske stavbe;2008;0
Trzic;Nestanovanjske stavbe;2009;1
