"OBÈINE";"TIP.STAVBE";"Leto";"Število.gradbenih.dovoljenj"
"Radlje ob Dravi";"Stanovanjske stavbe";"2018";12
"Radlje ob Dravi";"Stanovanjske stavbe";"2019";9
"Radlje ob Dravi";"Stanovanjske stavbe";"2020";7
"Radlje ob Dravi";"Nestanovanjske stavbe";"2007";8
"Radlje ob Dravi";"Nestanovanjske stavbe";"2008";8
"Radlje ob Dravi";"Nestanovanjske stavbe";"2009";9
"Radlje ob Dravi";"Nestanovanjske stavbe";"2010";10
"Radlje ob Dravi";"Nestanovanjske stavbe";"2011";6
"Radlje ob Dravi";"Nestanovanjske stavbe";"2012";7
"Radlje ob Dravi";"Nestanovanjske stavbe";"2013";6
"Radlje ob Dravi";"Nestanovanjske stavbe";"2014";6
"Radlje ob Dravi";"Nestanovanjske stavbe";"2015";2
"Radlje ob Dravi";"Nestanovanjske stavbe";"2016";36
"Radlje ob Dravi";"Nestanovanjske stavbe";"2017";26
"Radlje ob Dravi";"Nestanovanjske stavbe";"2018";21
"Radlje ob Dravi";"Nestanovanjske stavbe";"2019";15
"Radlje ob Dravi";"Nestanovanjske stavbe";"2020";16
"Radovljica";"Stanovanjske stavbe";"2007";62
"Radovljica";"Stanovanjske stavbe";"2008";45
"Radovljica";"Stanovanjske stavbe";"2009";21
"Radovljica";"Stanovanjske stavbe";"2010";26
"Radovljica";"Stanovanjske stavbe";"2011";33
"Radovljica";"Stanovanjske stavbe";"2012";24
"Radovljica";"Stanovanjske stavbe";"2013";23
"Radovljica";"Stanovanjske stavbe";"2014";23
"Radovljica";"Stanovanjske stavbe";"2015";23
"Radovljica";"Stanovanjske stavbe";"2016";22
"Radovljica";"Stanovanjske stavbe";"2017";30
"Radovljica";"Stanovanjske stavbe";"2018";35
"Radovljica";"Stanovanjske stavbe";"2019";25
"Radovljica";"Stanovanjske stavbe";"2020";28
"Radovljica";"Nestanovanjske stavbe";"2007";12
"Radovljica";"Nestanovanjske stavbe";"2008";6
"Radovljica";"Nestanovanjske stavbe";"2009";4
"Radovljica";"Nestanovanjske stavbe";"2010";4
"Radovljica";"Nestanovanjske stavbe";"2011";5
"Radovljica";"Nestanovanjske stavbe";"2012";9
"Radovljica";"Nestanovanjske stavbe";"2013";1
"Radovljica";"Nestanovanjske stavbe";"2014";0
"Radovljica";"Nestanovanjske stavbe";"2015";4
"Radovljica";"Nestanovanjske stavbe";"2016";17
"Radovljica";"Nestanovanjske stavbe";"2017";15
"Radovljica";"Nestanovanjske stavbe";"2018";20
"Radovljica";"Nestanovanjske stavbe";"2019";9
"Radovljica";"Nestanovanjske stavbe";"2020";17
"Ravne na Koroškem";"Stanovanjske stavbe";"2007";11
"Ravne na Koroškem";"Stanovanjske stavbe";"2008";7
"Ravne na Koroškem";"Stanovanjske stavbe";"2009";12
"Ravne na Koroškem";"Stanovanjske stavbe";"2010";12
"Ravne na Koroškem";"Stanovanjske stavbe";"2011";7
"Ravne na Koroškem";"Stanovanjske stavbe";"2012";6
"Ravne na Koroškem";"Stanovanjske stavbe";"2013";11
"Ravne na Koroškem";"Stanovanjske stavbe";"2014";14
"Ravne na Koroškem";"Stanovanjske stavbe";"2015";16
"Ravne na Koroškem";"Stanovanjske stavbe";"2016";15
"Ravne na Koroškem";"Stanovanjske stavbe";"2017";8
"Ravne na Koroškem";"Stanovanjske stavbe";"2018";9
"Ravne na Koroškem";"Stanovanjske stavbe";"2019";5
"Ravne na Koroškem";"Stanovanjske stavbe";"2020";10
"Ravne na Koroškem";"Nestanovanjske stavbe";"2007";8
"Ravne na Koroškem";"Nestanovanjske stavbe";"2008";6
"Ravne na Koroškem";"Nestanovanjske stavbe";"2009";10
"Ravne na Koroškem";"Nestanovanjske stavbe";"2010";3
"Ravne na Koroškem";"Nestanovanjske stavbe";"2011";12
"Ravne na Koroškem";"Nestanovanjske stavbe";"2012";9
"Ravne na Koroškem";"Nestanovanjske stavbe";"2013";5
"Ravne na Koroškem";"Nestanovanjske stavbe";"2014";2
"Ravne na Koroškem";"Nestanovanjske stavbe";"2015";10
"Ravne na Koroškem";"Nestanovanjske stavbe";"2016";8
"Ravne na Koroškem";"Nestanovanjske stavbe";"2017";9
"Ravne na Koroškem";"Nestanovanjske stavbe";"2018";6
"Ravne na Koroškem";"Nestanovanjske stavbe";"2019";2
"Ravne na Koroškem";"Nestanovanjske stavbe";"2020";2
"Razkrižje";"Stanovanjske stavbe";"2007";9
"Razkrižje";"Stanovanjske stavbe";"2008";3
"Razkrižje";"Stanovanjske stavbe";"2009";3
"Razkrižje";"Stanovanjske stavbe";"2010";3
"Razkrižje";"Stanovanjske stavbe";"2011";1
"Razkrižje";"Stanovanjske stavbe";"2012";0
"Razkrižje";"Stanovanjske stavbe";"2013";1
"Razkrižje";"Stanovanjske stavbe";"2014";1
"Razkrižje";"Stanovanjske stavbe";"2015";1
"Razkrižje";"Stanovanjske stavbe";"2016";5
"Razkrižje";"Stanovanjske stavbe";"2017";1
"Razkrižje";"Stanovanjske stavbe";"2018";0
"Razkrižje";"Stanovanjske stavbe";"2019";1
"Razkrižje";"Stanovanjske stavbe";"2020";3
"Razkrižje";"Nestanovanjske stavbe";"2007";2
"Razkrižje";"Nestanovanjske stavbe";"2008";0
"Razkrižje";"Nestanovanjske stavbe";"2009";1
"Razkrižje";"Nestanovanjske stavbe";"2010";0
"Razkrižje";"Nestanovanjske stavbe";"2011";0
"Razkrižje";"Nestanovanjske stavbe";"2012";0
"Razkrižje";"Nestanovanjske stavbe";"2013";0
"Razkrižje";"Nestanovanjske stavbe";"2014";0
"Razkrižje";"Nestanovanjske stavbe";"2015";10
"Razkrižje";"Nestanovanjske stavbe";"2016";3
"Razkrižje";"Nestanovanjske stavbe";"2017";2
"Razkrižje";"Nestanovanjske stavbe";"2018";4
"Razkrižje";"Nestanovanjske stavbe";"2019";1
"Razkrižje";"Nestanovanjske stavbe";"2020";7
"Reèica ob Savinji";"Stanovanjske stavbe";"2007";1
"Reèica ob Savinji";"Stanovanjske stavbe";"2008";3
"Reèica ob Savinji";"Stanovanjske stavbe";"2009";0
"Reèica ob Savinji";"Stanovanjske stavbe";"2010";3
"Reèica ob Savinji";"Stanovanjske stavbe";"2011";5
"Reèica ob Savinji";"Stanovanjske stavbe";"2012";3
"Reèica ob Savinji";"Stanovanjske stavbe";"2013";2
"Reèica ob Savinji";"Stanovanjske stavbe";"2014";4
"Reèica ob Savinji";"Stanovanjske stavbe";"2015";1
"Reèica ob Savinji";"Stanovanjske stavbe";"2016";3
"Reèica ob Savinji";"Stanovanjske stavbe";"2017";2
"Reèica ob Savinji";"Stanovanjske stavbe";"2018";3
"Reèica ob Savinji";"Stanovanjske stavbe";"2019";1
"Reèica ob Savinji";"Stanovanjske stavbe";"2020";1
"Reèica ob Savinji";"Nestanovanjske stavbe";"2007";1
"Reèica ob Savinji";"Nestanovanjske stavbe";"2008";0
"Reèica ob Savinji";"Nestanovanjske stavbe";"2009";1
"Reèica ob Savinji";"Nestanovanjske stavbe";"2010";2
"Reèica ob Savinji";"Nestanovanjske stavbe";"2011";0
"Reèica ob Savinji";"Nestanovanjske stavbe";"2012";2
"Reèica ob Savinji";"Nestanovanjske stavbe";"2013";0
"Reèica ob Savinji";"Nestanovanjske stavbe";"2014";0
"Reèica ob Savinji";"Nestanovanjske stavbe";"2015";1
"Reèica ob Savinji";"Nestanovanjske stavbe";"2016";10
"Reèica ob Savinji";"Nestanovanjske stavbe";"2017";11
"Reèica ob Savinji";"Nestanovanjske stavbe";"2018";10
"Reèica ob Savinji";"Nestanovanjske stavbe";"2019";6
"Reèica ob Savinji";"Nestanovanjske stavbe";"2020";6
"Renèe - Vogrsko";"Stanovanjske stavbe";"2007";10
"Renèe - Vogrsko";"Stanovanjske stavbe";"2008";30
"Renèe - Vogrsko";"Stanovanjske stavbe";"2009";10
"Renèe - Vogrsko";"Stanovanjske stavbe";"2010";7
"Renèe - Vogrsko";"Stanovanjske stavbe";"2011";7
"Renèe - Vogrsko";"Stanovanjske stavbe";"2012";6
"Renèe - Vogrsko";"Stanovanjske stavbe";"2013";4
"Renèe - Vogrsko";"Stanovanjske stavbe";"2014";6
"Renèe - Vogrsko";"Stanovanjske stavbe";"2015";13
"Renèe - Vogrsko";"Stanovanjske stavbe";"2016";5
"Renèe - Vogrsko";"Stanovanjske stavbe";"2017";4
"Renèe - Vogrsko";"Stanovanjske stavbe";"2018";12
"Renèe - Vogrsko";"Stanovanjske stavbe";"2019";12
"Renèe - Vogrsko";"Stanovanjske stavbe";"2020";2
"Renèe - Vogrsko";"Nestanovanjske stavbe";"2007";2
"Renèe - Vogrsko";"Nestanovanjske stavbe";"2008";2
"Renèe - Vogrsko";"Nestanovanjske stavbe";"2009";1
"Renèe - Vogrsko";"Nestanovanjske stavbe";"2010";1
"Renèe - Vogrsko";"Nestanovanjske stavbe";"2011";0
"Renèe - Vogrsko";"Nestanovanjske stavbe";"2012";0
"Renèe - Vogrsko";"Nestanovanjske stavbe";"2013";2
"Renèe - Vogrsko";"Nestanovanjske stavbe";"2014";0
"Renèe - Vogrsko";"Nestanovanjske stavbe";"2015";8
"Renèe - Vogrsko";"Nestanovanjske stavbe";"2016";6
"Renèe - Vogrsko";"Nestanovanjske stavbe";"2017";5
"Renèe - Vogrsko";"Nestanovanjske stavbe";"2018";8
"Renèe - Vogrsko";"Nestanovanjske stavbe";"2019";8
"Renèe - Vogrsko";"Nestanovanjske stavbe";"2020";0
"Ribnica";"Stanovanjske stavbe";"2007";18
"Ribnica";"Stanovanjske stavbe";"2008";16
"Ribnica";"Stanovanjske stavbe";"2009";17
"Ribnica";"Stanovanjske stavbe";"2010";12
"Ribnica";"Stanovanjske stavbe";"2011";27
"Ribnica";"Stanovanjske stavbe";"2012";18
"Ribnica";"Stanovanjske stavbe";"2013";11
"Ribnica";"Stanovanjske stavbe";"2014";8
"Ribnica";"Stanovanjske stavbe";"2015";14
"Ribnica";"Stanovanjske stavbe";"2016";12
"Ribnica";"Stanovanjske stavbe";"2017";16
"Ribnica";"Stanovanjske stavbe";"2018";22
"Ribnica";"Stanovanjske stavbe";"2019";14
"Ribnica";"Stanovanjske stavbe";"2020";9
"Ribnica";"Nestanovanjske stavbe";"2007";8
"Ribnica";"Nestanovanjske stavbe";"2008";9
"Ribnica";"Nestanovanjske stavbe";"2009";8
"Ribnica";"Nestanovanjske stavbe";"2010";13
"Ribnica";"Nestanovanjske stavbe";"2011";11
"Ribnica";"Nestanovanjske stavbe";"2012";3
"Ribnica";"Nestanovanjske stavbe";"2013";10
"Ribnica";"Nestanovanjske stavbe";"2014";11
"Ribnica";"Nestanovanjske stavbe";"2015";49
"Ribnica";"Nestanovanjske stavbe";"2016";33
"Ribnica";"Nestanovanjske stavbe";"2017";48
"Ribnica";"Nestanovanjske stavbe";"2018";35
"Ribnica";"Nestanovanjske stavbe";"2019";29
"Ribnica";"Nestanovanjske stavbe";"2020";32
"Ribnica na Pohorju";"Stanovanjske stavbe";"2007";2
"Ribnica na Pohorju";"Stanovanjske stavbe";"2008";0
"Ribnica na Pohorju";"Stanovanjske stavbe";"2009";4
"Ribnica na Pohorju";"Stanovanjske stavbe";"2010";1
"Ribnica na Pohorju";"Stanovanjske stavbe";"2011";0
"Ribnica na Pohorju";"Stanovanjske stavbe";"2012";3
"Ribnica na Pohorju";"Stanovanjske stavbe";"2013";1
"Ribnica na Pohorju";"Stanovanjske stavbe";"2014";2
"Ribnica na Pohorju";"Stanovanjske stavbe";"2015";3
"Ribnica na Pohorju";"Stanovanjske stavbe";"2016";0
"Ribnica na Pohorju";"Stanovanjske stavbe";"2017";2
"Ribnica na Pohorju";"Stanovanjske stavbe";"2018";3
"Ribnica na Pohorju";"Stanovanjske stavbe";"2019";1
"Ribnica na Pohorju";"Stanovanjske stavbe";"2020";1
"Ribnica na Pohorju";"Nestanovanjske stavbe";"2007";2
"Ribnica na Pohorju";"Nestanovanjske stavbe";"2008";0
"Ribnica na Pohorju";"Nestanovanjske stavbe";"2009";5
"Ribnica na Pohorju";"Nestanovanjske stavbe";"2010";1
"Ribnica na Pohorju";"Nestanovanjske stavbe";"2011";0
"Ribnica na Pohorju";"Nestanovanjske stavbe";"2012";0
"Ribnica na Pohorju";"Nestanovanjske stavbe";"2013";0
"Ribnica na Pohorju";"Nestanovanjske stavbe";"2014";1
"Ribnica na Pohorju";"Nestanovanjske stavbe";"2015";0
"Ribnica na Pohorju";"Nestanovanjske stavbe";"2016";5
"Ribnica na Pohorju";"Nestanovanjske stavbe";"2017";11
"Ribnica na Pohorju";"Nestanovanjske stavbe";"2018";7
"Ribnica na Pohorju";"Nestanovanjske stavbe";"2019";11
"Ribnica na Pohorju";"Nestanovanjske stavbe";"2020";1
"Rogaška Slatina";"Stanovanjske stavbe";"2007";22
"Rogaška Slatina";"Stanovanjske stavbe";"2008";26
"Rogaška Slatina";"Stanovanjske stavbe";"2009";47
"Rogaška Slatina";"Stanovanjske stavbe";"2010";42
"Rogaška Slatina";"Stanovanjske stavbe";"2011";41
"Rogaška Slatina";"Stanovanjske stavbe";"2012";21
"Rogaška Slatina";"Stanovanjske stavbe";"2013";19
"Rogaška Slatina";"Stanovanjske stavbe";"2014";28
"Rogaška Slatina";"Stanovanjske stavbe";"2015";25
"Rogaška Slatina";"Stanovanjske stavbe";"2016";29
"Rogaška Slatina";"Stanovanjske stavbe";"2017";37
"Rogaška Slatina";"Stanovanjske stavbe";"2018";29
"Rogaška Slatina";"Stanovanjske stavbe";"2019";58
"Rogaška Slatina";"Stanovanjske stavbe";"2020";23
"Rogaška Slatina";"Nestanovanjske stavbe";"2007";14
"Rogaška Slatina";"Nestanovanjske stavbe";"2008";19
"Rogaška Slatina";"Nestanovanjske stavbe";"2009";12
"Rogaška Slatina";"Nestanovanjske stavbe";"2010";12
"Rogaška Slatina";"Nestanovanjske stavbe";"2011";5
"Rogaška Slatina";"Nestanovanjske stavbe";"2012";21
"Rogaška Slatina";"Nestanovanjske stavbe";"2013";10
"Rogaška Slatina";"Nestanovanjske stavbe";"2014";7
"Rogaška Slatina";"Nestanovanjske stavbe";"2015";35
"Rogaška Slatina";"Nestanovanjske stavbe";"2016";45
"Rogaška Slatina";"Nestanovanjske stavbe";"2017";45
"Rogaška Slatina";"Nestanovanjske stavbe";"2018";33
"Rogaška Slatina";"Nestanovanjske stavbe";"2019";39
"Rogaška Slatina";"Nestanovanjske stavbe";"2020";30
"Rogašovci";"Stanovanjske stavbe";"2007";6
"Rogašovci";"Stanovanjske stavbe";"2008";6
"Rogašovci";"Stanovanjske stavbe";"2009";3
"Rogašovci";"Stanovanjske stavbe";"2010";6
"Rogašovci";"Stanovanjske stavbe";"2011";7
"Rogašovci";"Stanovanjske stavbe";"2012";6
"Rogašovci";"Stanovanjske stavbe";"2013";9
"Rogašovci";"Stanovanjske stavbe";"2014";7
"Rogašovci";"Stanovanjske stavbe";"2015";6
"Rogašovci";"Stanovanjske stavbe";"2016";8
"Rogašovci";"Stanovanjske stavbe";"2017";7
"Rogašovci";"Stanovanjske stavbe";"2018";4
"Rogašovci";"Stanovanjske stavbe";"2019";6
"Rogašovci";"Stanovanjske stavbe";"2020";7
"Rogašovci";"Nestanovanjske stavbe";"2007";2
"Rogašovci";"Nestanovanjske stavbe";"2008";1
"Rogašovci";"Nestanovanjske stavbe";"2009";4
"Rogašovci";"Nestanovanjske stavbe";"2010";3
"Rogašovci";"Nestanovanjske stavbe";"2011";3
"Rogašovci";"Nestanovanjske stavbe";"2012";2
"Rogašovci";"Nestanovanjske stavbe";"2013";1
"Rogašovci";"Nestanovanjske stavbe";"2014";3
"Rogašovci";"Nestanovanjske stavbe";"2015";10
"Rogašovci";"Nestanovanjske stavbe";"2016";12
"Rogašovci";"Nestanovanjske stavbe";"2017";10
"Rogašovci";"Nestanovanjske stavbe";"2018";8
"Rogašovci";"Nestanovanjske stavbe";"2019";13
"Rogašovci";"Nestanovanjske stavbe";"2020";8
"Rogatec";"Stanovanjske stavbe";"2007";7
"Rogatec";"Stanovanjske stavbe";"2008";6
"Rogatec";"Stanovanjske stavbe";"2009";2
"Rogatec";"Stanovanjske stavbe";"2010";5
"Rogatec";"Stanovanjske stavbe";"2011";1
"Rogatec";"Stanovanjske stavbe";"2012";4
"Rogatec";"Stanovanjske stavbe";"2013";6
"Rogatec";"Stanovanjske stavbe";"2014";2
"Rogatec";"Stanovanjske stavbe";"2015";3
"Rogatec";"Stanovanjske stavbe";"2016";8
"Rogatec";"Stanovanjske stavbe";"2017";3
"Rogatec";"Stanovanjske stavbe";"2018";8
"Rogatec";"Stanovanjske stavbe";"2019";4
"Rogatec";"Stanovanjske stavbe";"2020";4
"Rogatec";"Nestanovanjske stavbe";"2007";2
"Rogatec";"Nestanovanjske stavbe";"2008";6
"Rogatec";"Nestanovanjske stavbe";"2009";3
"Rogatec";"Nestanovanjske stavbe";"2010";5
"Rogatec";"Nestanovanjske stavbe";"2011";3
"Rogatec";"Nestanovanjske stavbe";"2012";0
"Rogatec";"Nestanovanjske stavbe";"2013";0
"Rogatec";"Nestanovanjske stavbe";"2014";1
"Rogatec";"Nestanovanjske stavbe";"2015";17
"Rogatec";"Nestanovanjske stavbe";"2016";9
"Rogatec";"Nestanovanjske stavbe";"2017";12
"Rogatec";"Nestanovanjske stavbe";"2018";3
"Rogatec";"Nestanovanjske stavbe";"2019";9
"Rogatec";"Nestanovanjske stavbe";"2020";5
"Ruše";"Stanovanjske stavbe";"2007";43
"Ruše";"Stanovanjske stavbe";"2008";32
"Ruše";"Stanovanjske stavbe";"2009";12
"Ruše";"Stanovanjske stavbe";"2010";13
"Ruše";"Stanovanjske stavbe";"2011";13
"Ruše";"Stanovanjske stavbe";"2012";10
"Ruše";"Stanovanjske stavbe";"2013";6
"Ruše";"Stanovanjske stavbe";"2014";2
"Ruše";"Stanovanjske stavbe";"2015";14
"Ruše";"Stanovanjske stavbe";"2016";5
"Ruše";"Stanovanjske stavbe";"2017";1
"Ruše";"Stanovanjske stavbe";"2018";1
"Ruše";"Stanovanjske stavbe";"2019";6
"Ruše";"Stanovanjske stavbe";"2020";5
"Ruše";"Nestanovanjske stavbe";"2007";1
"Ruše";"Nestanovanjske stavbe";"2008";6
"Ruše";"Nestanovanjske stavbe";"2009";2
"Ruše";"Nestanovanjske stavbe";"2010";3
"Ruše";"Nestanovanjske stavbe";"2011";3
"Ruše";"Nestanovanjske stavbe";"2012";2
"Ruše";"Nestanovanjske stavbe";"2013";6
"Ruše";"Nestanovanjske stavbe";"2014";1
"Ruše";"Nestanovanjske stavbe";"2015";4
"Ruše";"Nestanovanjske stavbe";"2016";5
"Ruše";"Nestanovanjske stavbe";"2017";7
"Ruše";"Nestanovanjske stavbe";"2018";6
"Ruše";"Nestanovanjske stavbe";"2019";13
"Ruše";"Nestanovanjske stavbe";"2020";13
"Selnica ob Dravi";"Stanovanjske stavbe";"2007";16
"Selnica ob Dravi";"Stanovanjske stavbe";"2008";17
"Selnica ob Dravi";"Stanovanjske stavbe";"2009";6
"Selnica ob Dravi";"Stanovanjske stavbe";"2010";9
"Selnica ob Dravi";"Stanovanjske stavbe";"2011";13
"Selnica ob Dravi";"Stanovanjske stavbe";"2012";5
"Selnica ob Dravi";"Stanovanjske stavbe";"2013";13
"Selnica ob Dravi";"Stanovanjske stavbe";"2014";10
"Selnica ob Dravi";"Stanovanjske stavbe";"2015";6
"Selnica ob Dravi";"Stanovanjske stavbe";"2016";2
"Selnica ob Dravi";"Stanovanjske stavbe";"2017";5
"Selnica ob Dravi";"Stanovanjske stavbe";"2018";3
"Selnica ob Dravi";"Stanovanjske stavbe";"2019";7
"Selnica ob Dravi";"Stanovanjske stavbe";"2020";0
"Selnica ob Dravi";"Nestanovanjske stavbe";"2007";5
"Selnica ob Dravi";"Nestanovanjske stavbe";"2008";5
"Selnica ob Dravi";"Nestanovanjske stavbe";"2009";6
"Selnica ob Dravi";"Nestanovanjske stavbe";"2010";2
"Selnica ob Dravi";"Nestanovanjske stavbe";"2011";3
"Selnica ob Dravi";"Nestanovanjske stavbe";"2012";2
"Selnica ob Dravi";"Nestanovanjske stavbe";"2013";1
"Selnica ob Dravi";"Nestanovanjske stavbe";"2014";0
"Selnica ob Dravi";"Nestanovanjske stavbe";"2015";2
"Selnica ob Dravi";"Nestanovanjske stavbe";"2016";8
"Selnica ob Dravi";"Nestanovanjske stavbe";"2017";7
"Selnica ob Dravi";"Nestanovanjske stavbe";"2018";6
"Selnica ob Dravi";"Nestanovanjske stavbe";"2019";13
"Selnica ob Dravi";"Nestanovanjske stavbe";"2020";5
"Semiè";"Stanovanjske stavbe";"2007";6
"Semiè";"Stanovanjske stavbe";"2008";7
"Semiè";"Stanovanjske stavbe";"2009";8
"Semiè";"Stanovanjske stavbe";"2010";3
"Semiè";"Stanovanjske stavbe";"2011";10
"Semiè";"Stanovanjske stavbe";"2012";3
"Semiè";"Stanovanjske stavbe";"2013";6
"Semiè";"Stanovanjske stavbe";"2014";4
"Semiè";"Stanovanjske stavbe";"2015";7
"Semiè";"Stanovanjske stavbe";"2016";5
"Semiè";"Stanovanjske stavbe";"2017";7
"Semiè";"Stanovanjske stavbe";"2018";7
"Semiè";"Stanovanjske stavbe";"2019";8
"Semiè";"Stanovanjske stavbe";"2020";2
"Semiè";"Nestanovanjske stavbe";"2007";20
"Semiè";"Nestanovanjske stavbe";"2008";11
"Semiè";"Nestanovanjske stavbe";"2009";9
"Semiè";"Nestanovanjske stavbe";"2010";8
"Semiè";"Nestanovanjske stavbe";"2011";9
"Semiè";"Nestanovanjske stavbe";"2012";2
"Semiè";"Nestanovanjske stavbe";"2013";10
"Semiè";"Nestanovanjske stavbe";"2014";9
"Semiè";"Nestanovanjske stavbe";"2015";10
"Semiè";"Nestanovanjske stavbe";"2016";23
"Semiè";"Nestanovanjske stavbe";"2017";28
"Semiè";"Nestanovanjske stavbe";"2018";23
"Semiè";"Nestanovanjske stavbe";"2019";17
"Semiè";"Nestanovanjske stavbe";"2020";17
"Sevnica";"Stanovanjske stavbe";"2007";35
"Sevnica";"Stanovanjske stavbe";"2008";61
"Sevnica";"Stanovanjske stavbe";"2009";30
"Sevnica";"Stanovanjske stavbe";"2010";36
"Sevnica";"Stanovanjske stavbe";"2011";29
"Sevnica";"Stanovanjske stavbe";"2012";28
"Sevnica";"Stanovanjske stavbe";"2013";35
"Sevnica";"Stanovanjske stavbe";"2014";38
"Sevnica";"Stanovanjske stavbe";"2015";30
"Sevnica";"Stanovanjske stavbe";"2016";20
"Sevnica";"Stanovanjske stavbe";"2017";19
"Sevnica";"Stanovanjske stavbe";"2018";37
"Sevnica";"Stanovanjske stavbe";"2019";15
"Sevnica";"Stanovanjske stavbe";"2020";18
"Sevnica";"Nestanovanjske stavbe";"2007";26
"Sevnica";"Nestanovanjske stavbe";"2008";32
"Sevnica";"Nestanovanjske stavbe";"2009";30
"Sevnica";"Nestanovanjske stavbe";"2010";33
"Sevnica";"Nestanovanjske stavbe";"2011";32
"Sevnica";"Nestanovanjske stavbe";"2012";17
"Sevnica";"Nestanovanjske stavbe";"2013";19
"Sevnica";"Nestanovanjske stavbe";"2014";24
"Sevnica";"Nestanovanjske stavbe";"2015";8
"Sevnica";"Nestanovanjske stavbe";"2016";129
"Sevnica";"Nestanovanjske stavbe";"2017";137
"Sevnica";"Nestanovanjske stavbe";"2018";174
"Sevnica";"Nestanovanjske stavbe";"2019";68
"Sevnica";"Nestanovanjske stavbe";"2020";41
"Sežana";"Stanovanjske stavbe";"2007";50
"Sežana";"Stanovanjske stavbe";"2008";37
"Sežana";"Stanovanjske stavbe";"2009";35
"Sežana";"Stanovanjske stavbe";"2010";34
"Sežana";"Stanovanjske stavbe";"2011";18
"Sežana";"Stanovanjske stavbe";"2012";20
"Sežana";"Stanovanjske stavbe";"2013";14
"Sežana";"Stanovanjske stavbe";"2014";11
"Sežana";"Stanovanjske stavbe";"2015";27
"Sežana";"Stanovanjske stavbe";"2016";27
"Sežana";"Stanovanjske stavbe";"2017";22
"Sežana";"Stanovanjske stavbe";"2018";19
"Sežana";"Stanovanjske stavbe";"2019";10
"Sežana";"Stanovanjske stavbe";"2020";7
"Sežana";"Nestanovanjske stavbe";"2007";9
"Sežana";"Nestanovanjske stavbe";"2008";10
"Sežana";"Nestanovanjske stavbe";"2009";10
"Sežana";"Nestanovanjske stavbe";"2010";5
"Sežana";"Nestanovanjske stavbe";"2011";2
"Sežana";"Nestanovanjske stavbe";"2012";5
"Sežana";"Nestanovanjske stavbe";"2013";3
"Sežana";"Nestanovanjske stavbe";"2014";1
"Sežana";"Nestanovanjske stavbe";"2015";3
"Sežana";"Nestanovanjske stavbe";"2016";20
"Sežana";"Nestanovanjske stavbe";"2017";34
"Sežana";"Nestanovanjske stavbe";"2018";20
"Sežana";"Nestanovanjske stavbe";"2019";4
"Sežana";"Nestanovanjske stavbe";"2020";14
"Slovenj Gradec";"Stanovanjske stavbe";"2007";39
"Slovenj Gradec";"Stanovanjske stavbe";"2008";27
"Slovenj Gradec";"Stanovanjske stavbe";"2009";16
"Slovenj Gradec";"Stanovanjske stavbe";"2010";25
"Slovenj Gradec";"Stanovanjske stavbe";"2011";14
"Slovenj Gradec";"Stanovanjske stavbe";"2012";21
"Slovenj Gradec";"Stanovanjske stavbe";"2013";20
"Slovenj Gradec";"Stanovanjske stavbe";"2014";18
"Slovenj Gradec";"Stanovanjske stavbe";"2015";12
"Slovenj Gradec";"Stanovanjske stavbe";"2016";8
"Slovenj Gradec";"Stanovanjske stavbe";"2017";22
"Slovenj Gradec";"Stanovanjske stavbe";"2018";17
"Slovenj Gradec";"Stanovanjske stavbe";"2019";22
"Slovenj Gradec";"Stanovanjske stavbe";"2020";29
"Slovenj Gradec";"Nestanovanjske stavbe";"2007";19
"Slovenj Gradec";"Nestanovanjske stavbe";"2008";12
"Slovenj Gradec";"Nestanovanjske stavbe";"2009";7
"Slovenj Gradec";"Nestanovanjske stavbe";"2010";11
"Slovenj Gradec";"Nestanovanjske stavbe";"2011";6
"Slovenj Gradec";"Nestanovanjske stavbe";"2012";6
"Slovenj Gradec";"Nestanovanjske stavbe";"2013";3
"Slovenj Gradec";"Nestanovanjske stavbe";"2014";4
"Slovenj Gradec";"Nestanovanjske stavbe";"2015";27
"Slovenj Gradec";"Nestanovanjske stavbe";"2016";42
"Slovenj Gradec";"Nestanovanjske stavbe";"2017";21
"Slovenj Gradec";"Nestanovanjske stavbe";"2018";47
"Slovenj Gradec";"Nestanovanjske stavbe";"2019";23
"Slovenj Gradec";"Nestanovanjske stavbe";"2020";50
"Slovenska Bistrica";"Stanovanjske stavbe";"2007";122
"Slovenska Bistrica";"Stanovanjske stavbe";"2008";105
"Slovenska Bistrica";"Stanovanjske stavbe";"2009";85
"Slovenska Bistrica";"Stanovanjske stavbe";"2010";61
"Slovenska Bistrica";"Stanovanjske stavbe";"2011";64
"Slovenska Bistrica";"Stanovanjske stavbe";"2012";55
"Slovenska Bistrica";"Stanovanjske stavbe";"2013";52
"Slovenska Bistrica";"Stanovanjske stavbe";"2014";38
