date;sex;age;cumulative;daily
2020-05-08;unknown;35-44;0;0
2020-05-08;unknown;45-54;0;0
2020-05-08;unknown;55-64;0;0
2020-05-08;unknown;65-74;0;0
2020-05-08;unknown;75-84;0;0
2020-05-09;male;0-4;5;0
2020-05-09;male;5-14;15;0
2020-05-09;male;15-24;40;0
2020-05-09;male;25-34;93;0
2020-05-09;male;35-44;87;1
2020-05-09;male;45-54;109;0
2020-05-09;male;55-64;115;0
2020-05-09;male;65-74;71;0
2020-05-09;male;75-84;71;0
2020-05-09;female;0-4;3;0
2020-05-09;female;5-14;12;1
2020-05-09;female;15-24;60;1
2020-05-09;female;25-34;115;0
2020-05-09;female;35-44;110;0
2020-05-09;female;45-54;133;0
2020-05-09;female;55-64;100;0
2020-05-09;female;65-74;61;0
2020-05-09;female;75-84;88;0
2020-05-09;unknown;0-4;0;0
2020-05-09;unknown;5-14;0;0
2020-05-09;unknown;15-24;0;0
2020-05-09;unknown;25-34;0;0
2020-05-09;unknown;35-44;0;0
2020-05-09;unknown;45-54;0;0
2020-05-09;unknown;55-64;0;0
2020-05-09;unknown;65-74;0;0
2020-05-09;unknown;75-84;0;0
2020-05-10;male;0-4;5;0
2020-05-10;male;5-14;15;0
2020-05-10;male;15-24;41;1
2020-05-10;male;25-34;93;0
2020-05-10;male;35-44;88;1
2020-05-10;male;45-54;109;0
2020-05-10;male;55-64;115;0
2020-05-10;male;65-74;71;0
2020-05-10;male;75-84;71;0
2020-05-10;female;0-4;3;0
2020-05-10;female;5-14;12;0
2020-05-10;female;15-24;60;0
2020-05-10;female;25-34;115;0
2020-05-10;female;35-44;111;1
2020-05-10;female;45-54;133;0
2020-05-10;female;55-64;100;0
2020-05-10;female;65-74;61;0
2020-05-10;female;75-84;88;0
2020-05-10;unknown;0-4;0;0
2020-05-10;unknown;5-14;0;0
2020-05-10;unknown;15-24;0;0
2020-05-10;unknown;25-34;0;0
2020-05-10;unknown;35-44;0;0
2020-05-10;unknown;45-54;0;0
2020-05-10;unknown;55-64;0;0
2020-05-10;unknown;65-74;0;0
2020-05-10;unknown;75-84;0;0
2020-05-11;male;0-4;5;0
2020-05-11;male;5-14;15;0
2020-05-11;male;15-24;41;0
2020-05-11;male;25-34;93;0
2020-05-11;male;35-44;88;0
2020-05-11;male;45-54;109;0
2020-05-11;male;55-64;115;0
2020-05-11;male;65-74;71;0
2020-05-11;male;75-84;71;0
2020-05-11;female;0-4;3;0
2020-05-11;female;5-14;12;0
2020-05-11;female;15-24;60;0
2020-05-11;female;25-34;115;0
2020-05-11;female;35-44;111;0
2020-05-11;female;45-54;133;0
2020-05-11;female;55-64;101;1
2020-05-11;female;65-74;61;0
2020-05-11;female;75-84;88;0
2020-05-11;unknown;0-4;0;0
2020-05-11;unknown;5-14;0;0
2020-05-11;unknown;15-24;0;0
2020-05-11;unknown;25-34;0;0
2020-05-11;unknown;35-44;0;0
2020-05-11;unknown;45-54;0;0
2020-05-11;unknown;55-64;0;0
2020-05-11;unknown;65-74;0;0
2020-05-11;unknown;75-84;0;0
2020-05-12;male;0-4;5;0
2020-05-12;male;5-14;15;0
2020-05-12;male;15-24;41;0
2020-05-12;male;25-34;93;0
2020-05-12;male;35-44;88;0
2020-05-12;male;45-54;109;0
2020-05-12;male;55-64;115;0
2020-05-12;male;65-74;71;0
2020-05-12;male;75-84;72;1
2020-05-12;female;0-4;3;0
2020-05-12;female;5-14;12;0
2020-05-12;female;15-24;61;1
2020-05-12;female;25-34;115;0
2020-05-12;female;35-44;111;0
2020-05-12;female;45-54;133;0
2020-05-12;female;55-64;101;0
2020-05-12;female;65-74;61;0
2020-05-12;female;75-84;88;0
2020-05-12;unknown;0-4;0;0
2020-05-12;unknown;5-14;0;0
2020-05-12;unknown;15-24;0;0
2020-05-12;unknown;25-34;0;0
2020-05-12;unknown;35-44;0;0
2020-05-12;unknown;45-54;0;0
2020-05-12;unknown;55-64;0;0
2020-05-12;unknown;65-74;0;0
2020-05-12;unknown;75-84;0;0
2020-05-13;male;0-4;5;0
2020-05-13;male;5-14;15;0
2020-05-13;male;15-24;41;0
2020-05-13;male;25-34;93;0
2020-05-13;male;35-44;89;1
2020-05-13;male;45-54;109;0
2020-05-13;male;55-64;115;0
2020-05-13;male;65-74;71;0
2020-05-13;male;75-84;72;0
2020-05-13;female;0-4;3;0
2020-05-13;female;5-14;12;0
2020-05-13;female;15-24;61;0
2020-05-13;female;25-34;115;0
2020-05-13;female;35-44;111;0
2020-05-13;female;45-54;133;0
2020-05-13;female;55-64;101;0
2020-05-13;female;65-74;61;0
2020-05-13;female;75-84;88;0
2020-05-13;unknown;0-4;0;0
2020-05-13;unknown;5-14;0;0
2020-05-13;unknown;15-24;0;0
2020-05-13;unknown;25-34;0;0
2020-05-13;unknown;35-44;0;0
2020-05-13;unknown;45-54;0;0
2020-05-13;unknown;55-64;0;0
2020-05-13;unknown;65-74;0;0
2020-05-13;unknown;75-84;0;0
2020-05-14;male;0-4;5;0
2020-05-14;male;5-14;15;0
2020-05-14;male;15-24;41;0
2020-05-14;male;25-34;93;0
2020-05-14;male;35-44;89;0
2020-05-14;male;45-54;109;0
2020-05-14;male;55-64;116;1
2020-05-14;male;65-74;71;0
2020-05-14;male;75-84;72;0
2020-05-14;female;0-4;3;0
2020-05-14;female;5-14;12;0
2020-05-14;female;15-24;61;0
2020-05-14;female;25-34;115;0
2020-05-14;female;35-44;111;0
2020-05-14;female;45-54;133;0
2020-05-14;female;55-64;101;0
2020-05-14;female;65-74;61;0
2020-05-14;female;75-84;88;0
2020-05-14;unknown;0-4;0;0
2020-05-14;unknown;5-14;0;0
2020-05-14;unknown;15-24;0;0
2020-05-14;unknown;25-34;0;0
2020-05-14;unknown;35-44;0;0
2020-05-14;unknown;45-54;0;0
2020-05-14;unknown;55-64;0;0
2020-05-14;unknown;65-74;0;0
2020-05-14;unknown;75-84;0;0
2020-05-15;male;0-4;5;0
2020-05-15;male;5-14;15;0
2020-05-15;male;15-24;41;0
2020-05-15;male;25-34;93;0
2020-05-15;male;35-44;89;0
2020-05-15;male;45-54;109;0
2020-05-15;male;55-64;116;0
2020-05-15;male;65-74;71;0
2020-05-15;male;75-84;72;0
2020-05-15;female;0-4;3;0
2020-05-15;female;5-14;12;0
2020-05-15;female;15-24;61;0
2020-05-15;female;25-34;115;0
2020-05-15;female;35-44;111;0
2020-05-15;female;45-54;133;0
2020-05-15;female;55-64;101;0
2020-05-15;female;65-74;61;0
2020-05-15;female;75-84;88;0
2020-05-15;unknown;0-4;0;0
2020-05-15;unknown;5-14;0;0
2020-05-15;unknown;15-24;0;0
2020-05-15;unknown;25-34;0;0
2020-05-15;unknown;35-44;0;0
2020-05-15;unknown;45-54;0;0
2020-05-15;unknown;55-64;0;0
2020-05-15;unknown;65-74;0;0
2020-05-15;unknown;75-84;0;0
2020-05-16;male;0-4;5;0
2020-05-16;male;5-14;15;0
2020-05-16;male;15-24;41;0
2020-05-16;male;25-34;93;0
2020-05-16;male;35-44;89;0
2020-05-16;male;45-54;109;0
2020-05-16;male;55-64;116;0
2020-05-16;male;65-74;71;0
2020-05-16;male;75-84;72;0
2020-05-16;female;0-4;3;0
2020-05-16;female;5-14;12;0
2020-05-16;female;15-24;61;0
2020-05-16;female;25-34;115;0
2020-05-16;female;35-44;112;1
2020-05-16;female;45-54;133;0
2020-05-16;female;55-64;101;0
2020-05-16;female;65-74;61;0
2020-05-16;female;75-84;88;0
2020-05-16;unknown;0-4;0;0
2020-05-16;unknown;5-14;0;0
2020-05-16;unknown;15-24;0;0
2020-05-16;unknown;25-34;0;0
2020-05-16;unknown;35-44;0;0
2020-05-16;unknown;45-54;0;0
2020-05-16;unknown;55-64;0;0
2020-05-16;unknown;65-74;0;0
2020-05-16;unknown;75-84;0;0
2020-05-17;male;0-4;5;0
2020-05-17;male;5-14;15;0
2020-05-17;male;15-24;41;0
2020-05-17;male;25-34;93;0
2020-05-17;male;35-44;89;0
2020-05-17;male;45-54;109;0
2020-05-17;male;55-64;116;0
2020-05-17;male;65-74;71;0
2020-05-17;male;75-84;72;0
2020-05-17;female;0-4;3;0
2020-05-17;female;5-14;12;0
2020-05-17;female;15-24;61;0
2020-05-17;female;25-34;115;0
2020-05-17;female;35-44;112;0
2020-05-17;female;45-54;133;0
2020-05-17;female;55-64;101;0
2020-05-17;female;65-74;61;0
2020-05-17;female;75-84;88;0
2020-05-17;unknown;0-4;0;0
2020-05-17;unknown;5-14;0;0
2020-05-17;unknown;15-24;0;0
2020-05-17;unknown;25-34;0;0
2020-05-17;unknown;35-44;0;0
2020-05-17;unknown;45-54;0;0
2020-05-17;unknown;55-64;0;0
2020-05-17;unknown;65-74;0;0
2020-05-17;unknown;75-84;0;0
2020-05-18;male;0-4;5;0
2020-05-18;male;5-14;15;0
2020-05-18;male;15-24;42;1
2020-05-18;male;25-34;93;0
2020-05-18;male;35-44;89;0
2020-05-18;male;45-54;109;0
2020-05-18;male;55-64;116;0
2020-05-18;male;65-74;71;0
2020-05-18;male;75-84;72;0
2020-05-18;female;0-4;3;0
2020-05-18;female;5-14;12;0
2020-05-18;female;15-24;61;0
2020-05-18;female;25-34;115;0
2020-05-18;female;35-44;112;0
2020-05-18;female;45-54;133;0
2020-05-18;female;55-64;101;0
2020-05-18;female;65-74;61;0
2020-05-18;female;75-84;88;0
2020-05-18;unknown;0-4;0;0
2020-05-18;unknown;5-14;0;0
2020-05-18;unknown;15-24;0;0
2020-05-18;unknown;25-34;0;0
2020-05-18;unknown;35-44;0;0
2020-05-18;unknown;45-54;0;0
2020-05-18;unknown;55-64;0;0
2020-05-18;unknown;65-74;0;0
2020-05-18;unknown;75-84;0;0
2020-05-19;male;0-4;5;0
2020-05-19;male;5-14;15;0
2020-05-19;male;15-24;42;0
2020-05-19;male;25-34;93;0
2020-05-19;male;35-44;89;0
2020-05-19;male;45-54;109;0
2020-05-19;male;55-64;116;0
2020-05-19;male;65-74;71;0
2020-05-19;male;75-84;72;0
2020-05-19;female;0-4;3;0
2020-05-19;female;5-14;12;0
2020-05-19;female;15-24;61;0
2020-05-19;female;25-34;115;0
2020-05-19;female;35-44;112;0
2020-05-19;female;45-54;133;0
2020-05-19;female;55-64;101;0
2020-05-19;female;65-74;61;0
2020-05-19;female;75-84;88;0
2020-05-19;unknown;0-4;0;0
2020-05-19;unknown;5-14;0;0
2020-05-19;unknown;15-24;0;0
2020-05-19;unknown;25-34;0;0
2020-05-19;unknown;35-44;0;0
2020-05-19;unknown;45-54;0;0
2020-05-19;unknown;55-64;0;0
2020-05-19;unknown;65-74;0;0
2020-05-19;unknown;75-84;0;0
2020-05-20;male;0-4;5;0
2020-05-20;male;5-14;15;0
2020-05-20;male;15-24;42;0
2020-05-20;male;25-34;93;0
2020-05-20;male;35-44;89;0
2020-05-20;male;45-54;109;0
2020-05-20;male;55-64;116;0
2020-05-20;male;65-74;71;0
2020-05-20;male;75-84;72;0
2020-05-20;female;0-4;3;0
2020-05-20;female;5-14;12;0
2020-05-20;female;15-24;61;0
2020-05-20;female;25-34;115;0
2020-05-20;female;35-44;112;0
2020-05-20;female;45-54;133;0
2020-05-20;female;55-64;101;0
2020-05-20;female;65-74;61;0
2020-05-20;female;75-84;88;0
2020-05-20;unknown;0-4;0;0
2020-05-20;unknown;5-14;0;0
2020-05-20;unknown;15-24;0;0
2020-05-20;unknown;25-34;0;0
2020-05-20;unknown;35-44;0;0
2020-05-20;unknown;45-54;0;0
2020-05-20;unknown;55-64;0;0
2020-05-20;unknown;65-74;0;0
2020-05-20;unknown;75-84;0;0
2020-05-21;male;0-4;5;0
2020-05-21;male;5-14;15;0
2020-05-21;male;15-24;42;0
2020-05-21;male;25-34;93;0
2020-05-21;male;35-44;89;0
2020-05-21;male;45-54;109;0
2020-05-21;male;55-64;116;0
2020-05-21;male;65-74;71;0
2020-05-21;male;75-84;72;0
2020-05-21;female;0-4;3;0
2020-05-21;female;5-14;12;0
2020-05-21;female;15-24;61;0
2020-05-21;female;25-34;115;0
2020-05-21;female;35-44;112;0
2020-05-21;female;45-54;133;0
2020-05-21;female;55-64;101;0
2020-05-21;female;65-74;61;0
2020-05-21;female;75-84;88;0
2020-05-21;unknown;0-4;0;0
2020-05-21;unknown;5-14;0;0
2020-05-21;unknown;15-24;0;0
2020-05-21;unknown;25-34;0;0
2020-05-21;unknown;35-44;0;0
2020-05-21;unknown;45-54;0;0
2020-05-21;unknown;55-64;0;0
2020-05-21;unknown;65-74;0;0
2020-05-21;unknown;75-84;0;0
2020-05-22;male;0-4;5;0
2020-05-22;male;5-14;15;0
2020-05-22;male;15-24;42;0
2020-05-22;male;25-34;93;0
2020-05-22;male;35-44;89;0
2020-05-22;male;45-54;109;0
2020-05-22;male;55-64;116;0
2020-05-22;male;65-74;71;0
2020-05-22;male;75-84;72;0
2020-05-22;female;0-4;3;0
2020-05-22;female;5-14;12;0
2020-05-22;female;15-24;61;0
2020-05-22;female;25-34;115;0
2020-05-22;female;35-44;112;0
2020-05-22;female;45-54;133;0
2020-05-22;female;55-64;101;0
2020-05-22;female;65-74;61;0
2020-05-22;female;75-84;88;0
2020-05-22;unknown;0-4;0;0
2020-05-22;unknown;5-14;0;0
2020-05-22;unknown;15-24;0;0
2020-05-22;unknown;25-34;0;0
2020-05-22;unknown;35-44;0;0
2020-05-22;unknown;45-54;0;0
2020-05-22;unknown;55-64;0;0
2020-05-22;unknown;65-74;0;0
2020-05-22;unknown;75-84;0;0
2020-05-23;male;0-4;5;0
2020-05-23;male;5-14;15;0
2020-05-23;male;15-24;42;0
2020-05-23;male;25-34;93;0
2020-05-23;male;35-44;89;0
2020-05-23;male;45-54;109;0
2020-05-23;male;55-64;116;0
2020-05-23;male;65-74;71;0
2020-05-23;male;75-84;72;0
2020-05-23;female;0-4;3;0
2020-05-23;female;5-14;12;0
2020-05-23;female;15-24;61;0
2020-05-23;female;25-34;115;0
2020-05-23;female;35-44;112;0
2020-05-23;female;45-54;133;0
2020-05-23;female;55-64;101;0
2020-05-23;female;65-74;61;0
2020-05-23;female;75-84;88;0
2020-05-23;unknown;0-4;0;0
2020-05-23;unknown;5-14;0;0
2020-05-23;unknown;15-24;0;0
2020-05-23;unknown;25-34;0;0
2020-05-23;unknown;35-44;0;0
2020-05-23;unknown;45-54;0;0
2020-05-23;unknown;55-64;0;0
2020-05-23;unknown;65-74;0;0
2020-05-23;unknown;75-84;0;0
2020-05-24;male;0-4;5;0
2020-05-24;male;5-14;15;0
2020-05-24;male;15-24;42;0
2020-05-24;male;25-34;93;0
2020-05-24;male;35-44;89;0
2020-05-24;male;45-54;109;0
2020-05-24;male;55-64;116;0
2020-05-24;male;65-74;71;0
2020-05-24;male;75-84;72;0
2020-05-24;female;0-4;3;0
2020-05-24;female;5-14;12;0
2020-05-24;female;15-24;61;0
2020-05-24;female;25-34;116;1
2020-05-24;female;35-44;112;0
2020-05-24;female;45-54;133;0
2020-05-24;female;55-64;101;0
2020-05-24;female;65-74;61;0
2020-05-24;female;75-84;88;0
2020-05-24;unknown;0-4;0;0
2020-05-24;unknown;5-14;0;0
2020-05-24;unknown;15-24;0;0
2020-05-24;unknown;25-34;0;0
2020-05-24;unknown;35-44;0;0
2020-05-24;unknown;45-54;0;0
2020-05-24;unknown;55-64;0;0
2020-05-24;unknown;65-74;0;0
2020-05-24;unknown;75-84;0;0
2020-05-25;male;0-4;5;0
2020-05-25;male;5-14;15;0
2020-05-25;male;15-24;42;0
2020-05-25;male;25-34;93;0
2020-05-25;male;35-44;89;0
2020-05-25;male;45-54;109;0
2020-05-25;male;55-64;116;0
2020-05-25;male;65-74;71;0
2020-05-25;male;75-84;72;0
2020-05-25;female;0-4;3;0
2020-05-25;female;5-14;12;0
2020-05-25;female;15-24;61;0
2020-05-25;female;25-34;116;0
2020-05-25;female;35-44;112;0
2020-05-25;female;45-54;133;0
2020-05-25;female;55-64;101;0
2020-05-25;female;65-74;61;0
2020-05-25;female;75-84;88;0
2020-05-25;unknown;0-4;0;0
2020-05-25;unknown;5-14;0;0
2020-05-25;unknown;15-24;0;0
2020-05-25;unknown;25-34;0;0
2020-05-25;unknown;35-44;0;0
2020-05-25;unknown;45-54;0;0
2020-05-25;unknown;55-64;0;0
2020-05-25;unknown;65-74;0;0
2020-05-25;unknown;75-84;0;0
2020-05-26;male;0-4;6;1
2020-05-26;male;5-14;15;0
2020-05-26;male;15-24;42;0
2020-05-26;male;25-34;94;1
2020-05-26;male;35-44;89;0
2020-05-26;male;45-54;109;0
2020-05-26;male;55-64;116;0
2020-05-26;male;65-74;71;0
2020-05-26;male;75-84;72;0
2020-05-26;female;0-4;3;0
2020-05-26;female;5-14;12;0
2020-05-26;female;15-24;61;0
2020-05-26;female;25-34;116;0
2020-05-26;female;35-44;112;0
2020-05-26;female;45-54;133;0
2020-05-26;female;55-64;101;0
2020-05-26;female;65-74;61;0
2020-05-26;female;75-84;88;0
2020-05-26;unknown;0-4;0;0
2020-05-26;unknown;5-14;0;0
2020-05-26;unknown;15-24;0;0
2020-05-26;unknown;25-34;0;0
2020-05-26;unknown;35-44;0;0
2020-05-26;unknown;45-54;0;0
2020-05-26;unknown;55-64;0;0
2020-05-26;unknown;65-74;0;0
2020-05-26;unknown;75-84;0;0
2020-05-27;male;0-4;6;0
2020-05-27;male;5-14;15;0
2020-05-27;male;15-24;42;0
2020-05-27;male;25-34;94;0
2020-05-27;male;35-44;89;0
2020-05-27;male;45-54;109;0
2020-05-27;male;55-64;116;0
2020-05-27;male;65-74;71;0
2020-05-27;male;75-84;72;0
2020-05-27;female;0-4;3;0
2020-05-27;female;5-14;12;0
2020-05-27;female;15-24;62;1
2020-05-27;female;25-34;116;0
2020-05-27;female;35-44;113;1
2020-05-27;female;45-54;133;0
2020-05-27;female;55-64;101;0
2020-05-27;female;65-74;61;0
2020-05-27;female;75-84;88;0
2020-05-27;unknown;0-4;0;0
2020-05-27;unknown;5-14;0;0
2020-05-27;unknown;15-24;0;0
2020-05-27;unknown;25-34;0;0
2020-05-27;unknown;35-44;0;0
2020-05-27;unknown;45-54;0;0
2020-05-27;unknown;55-64;0;0
2020-05-27;unknown;65-74;0;0
2020-05-27;unknown;75-84;0;0
2020-05-28;male;0-4;6;0
2020-05-28;male;5-14;15;0
2020-05-28;male;15-24;42;0
2020-05-28;male;25-34;94;0
2020-05-28;male;35-44;89;0
2020-05-28;male;45-54;109;0
2020-05-28;male;55-64;116;0
2020-05-28;male;65-74;71;0
2020-05-28;male;75-84;72;0
2020-05-28;female;0-4;3;0
2020-05-28;female;5-14;12;0
2020-05-28;female;15-24;62;0
2020-05-28;female;25-34;116;0
2020-05-28;female;35-44;113;0
2020-05-28;female;45-54;133;0
2020-05-28;female;55-64;101;0
2020-05-28;female;65-74;61;0
2020-05-28;female;75-84;88;0
2020-05-28;unknown;0-4;0;0
2020-05-28;unknown;5-14;0;0
2020-05-28;unknown;15-24;0;0
2020-05-28;unknown;25-34;0;0
2020-05-28;unknown;35-44;0;0
2020-05-28;unknown;45-54;0;0
2020-05-28;unknown;55-64;0;0
2020-05-28;unknown;65-74;0;0
2020-05-28;unknown;75-84;0;0
2020-05-29;male;0-4;6;0
2020-05-29;male;5-14;15;0
2020-05-29;male;15-24;42;0
2020-05-29;male;25-34;94;0
2020-05-29;male;35-44;89;0
2020-05-29;male;45-54;109;0
2020-05-29;male;55-64;116;0
2020-05-29;male;65-74;71;0
2020-05-29;male;75-84;72;0
2020-05-29;female;0-4;3;0
2020-05-29;female;5-14;12;0
2020-05-29;female;15-24;62;0
2020-05-29;female;25-34;116;0
2020-05-29;female;35-44;113;0
2020-05-29;female;45-54;133;0
2020-05-29;female;55-64;101;0
2020-05-29;female;65-74;61;0
2020-05-29;female;75-84;88;0
2020-05-29;unknown;0-4;0;0
2020-05-29;unknown;5-14;0;0
2020-05-29;unknown;15-24;0;0
2020-05-29;unknown;25-34;0;0
2020-05-29;unknown;35-44;0;0
2020-05-29;unknown;45-54;0;0
2020-05-29;unknown;55-64;0;0
2020-05-29;unknown;65-74;0;0
2020-05-29;unknown;75-84;0;0
2020-05-30;male;0-4;6;0
2020-05-30;male;5-14;15;0
2020-05-30;male;15-24;42;0
2020-05-30;male;25-34;94;0
2020-05-30;male;35-44;89;0
2020-05-30;male;45-54;109;0
2020-05-30;male;55-64;116;0
2020-05-30;male;65-74;71;0
2020-05-30;male;75-84;72;0
2020-05-30;female;0-4;3;0
2020-05-30;female;5-14;12;0
2020-05-30;female;15-24;62;0
2020-05-30;female;25-34;116;0
2020-05-30;female;35-44;113;0
2020-05-30;female;45-54;133;0
2020-05-30;female;55-64;101;0
2020-05-30;female;65-74;61;0
2020-05-30;female;75-84;88;0
2020-05-30;unknown;0-4;0;0
2020-05-30;unknown;5-14;0;0
2020-05-30;unknown;15-24;0;0
2020-05-30;unknown;25-34;0;0
2020-05-30;unknown;35-44;0;0
2020-05-30;unknown;45-54;0;0
2020-05-30;unknown;55-64;0;0
2020-05-30;unknown;65-74;0;0
2020-05-30;unknown;75-84;0;0
2020-05-31;male;0-4;6;0
2020-05-31;male;5-14;15;0
2020-05-31;male;15-24;42;0
2020-05-31;male;25-34;94;0
2020-05-31;male;35-44;89;0
2020-05-31;male;45-54;109;0
2020-05-31;male;55-64;116;0
2020-05-31;male;65-74;71;0
2020-05-31;male;75-84;72;0
2020-05-31;female;0-4;3;0
2020-05-31;female;5-14;12;0
2020-05-31;female;15-24;62;0
2020-05-31;female;25-34;116;0
2020-05-31;female;35-44;113;0
2020-05-31;female;45-54;133;0
2020-05-31;female;55-64;101;0
2020-05-31;female;65-74;61;0
2020-05-31;female;75-84;88;0
2020-05-31;unknown;0-4;0;0
2020-05-31;unknown;5-14;0;0
2020-05-31;unknown;15-24;0;0
2020-05-31;unknown;25-34;0;0
2020-05-31;unknown;35-44;0;0
2020-05-31;unknown;45-54;0;0
2020-05-31;unknown;55-64;0;0
2020-05-31;unknown;65-74;0;0
2020-05-31;unknown;75-84;0;0
2020-06-01;male;0-4;6;0
2020-06-01;male;5-14;15;0
2020-06-01;male;15-24;42;0
2020-06-01;male;25-34;94;0
2020-06-01;male;35-44;89;0
2020-06-01;male;45-54;109;0
2020-06-01;male;55-64;116;0
2020-06-01;male;65-74;71;0
2020-06-01;male;75-84;72;0
2020-06-01;female;0-4;3;0
2020-06-01;female;5-14;12;0
2020-06-01;female;15-24;62;0
2020-06-01;female;25-34;116;0
2020-06-01;female;35-44;113;0
2020-06-01;female;45-54;135;2
2020-06-01;female;55-64;101;0
2020-06-01;female;65-74;61;0
2020-06-01;female;75-84;88;0
2020-06-01;unknown;0-4;0;0
2020-06-01;unknown;5-14;0;0
2020-06-01;unknown;15-24;0;0
2020-06-01;unknown;25-34;0;0
2020-06-01;unknown;35-44;0;0
2020-06-01;unknown;45-54;0;0
2020-06-01;unknown;55-64;0;0
2020-06-01;unknown;65-74;0;0
2020-06-01;unknown;75-84;0;0
2020-06-02;male;0-4;6;0
2020-06-02;male;5-14;16;1
2020-06-02;male;15-24;42;0
2020-06-02;male;25-34;94;0
2020-06-02;male;35-44;89;0
2020-06-02;male;45-54;109;0
2020-06-02;male;55-64;116;0
2020-06-02;male;65-74;71;0
2020-06-02;male;75-84;72;0
2020-06-02;female;0-4;3;0
2020-06-02;female;5-14;13;1
2020-06-02;female;15-24;62;0
2020-06-02;female;25-34;116;0
2020-06-02;female;35-44;113;0
2020-06-02;female;45-54;135;0
2020-06-02;female;55-64;101;0
2020-06-02;female;65-74;61;0
2020-06-02;female;75-84;88;0
2020-06-02;unknown;0-4;0;0
2020-06-02;unknown;5-14;0;0
2020-06-02;unknown;15-24;0;0
2020-06-02;unknown;25-34;0;0
2020-06-02;unknown;35-44;0;0
2020-06-02;unknown;45-54;0;0
2020-06-02;unknown;55-64;0;0
2020-06-02;unknown;65-74;0;0
2020-06-02;unknown;75-84;0;0
2020-06-03;male;0-4;6;0
2020-06-03;male;5-14;16;0
2020-06-03;male;15-24;42;0
2020-06-03;male;25-34;94;0
2020-06-03;male;35-44;89;0
2020-06-03;male;45-54;109;0
2020-06-03;male;55-64;116;0
2020-06-03;male;65-74;71;0
2020-06-03;male;75-84;72;0
2020-06-03;female;0-4;3;0
2020-06-03;female;5-14;13;0
2020-06-03;female;15-24;62;0
2020-06-03;female;25-34;116;0
2020-06-03;female;35-44;113;0
2020-06-03;female;45-54;135;0
2020-06-03;female;55-64;101;0
2020-06-03;female;65-74;61;0
2020-06-03;female;75-84;88;0
2020-06-03;unknown;0-4;0;0
2020-06-03;unknown;5-14;0;0
2020-06-03;unknown;15-24;0;0
2020-06-03;unknown;25-34;0;0
2020-06-03;unknown;35-44;0;0
2020-06-03;unknown;45-54;0;0
2020-06-03;unknown;55-64;0;0
2020-06-03;unknown;65-74;0;0
2020-06-03;unknown;75-84;0;0
2020-06-04;male;0-4;6;0
2020-06-04;male;5-14;16;0
2020-06-04;male;15-24;42;0
2020-06-04;male;25-34;94;0
2020-06-04;male;35-44;89;0
2020-06-04;male;45-54;110;1
2020-06-04;male;55-64;116;0
2020-06-04;male;65-74;71;0
2020-06-04;male;75-84;72;0
2020-06-04;female;0-4;3;0
2020-06-04;female;5-14;13;0
2020-06-04;female;15-24;62;0
2020-06-04;female;25-34;117;1
2020-06-04;female;35-44;113;0
2020-06-04;female;45-54;135;0
2020-06-04;female;55-64;101;0
2020-06-04;female;65-74;61;0
2020-06-04;female;75-84;88;0
2020-06-04;unknown;0-4;0;0
2020-06-04;unknown;5-14;0;0
2020-06-04;unknown;15-24;0;0
2020-06-04;unknown;25-34;0;0
2020-06-04;unknown;35-44;0;0
2020-06-04;unknown;45-54;0;0
2020-06-04;unknown;55-64;0;0
2020-06-04;unknown;65-74;0;0
2020-06-04;unknown;75-84;0;0
2020-06-05;male;0-4;6;0
2020-06-05;male;5-14;16;0
2020-06-05;male;15-24;42;0
2020-06-05;male;25-34;96;2
2020-06-05;male;35-44;89;0
2020-06-05;male;45-54;110;0
2020-06-05;male;55-64;116;0
2020-06-05;male;65-74;71;0
2020-06-05;male;75-84;72;0
2020-06-05;female;0-4;3;0
2020-06-05;female;5-14;14;1
2020-06-05;female;15-24;62;0
2020-06-05;female;25-34;118;1
2020-06-05;female;35-44;113;0
2020-06-05;female;45-54;136;1
2020-06-05;female;55-64;101;0
2020-06-05;female;65-74;61;0
2020-06-05;female;75-84;88;0
2020-06-05;unknown;0-4;0;0
2020-06-05;unknown;5-14;0;0
2020-06-05;unknown;15-24;0;0
2020-06-05;unknown;25-34;0;0
2020-06-05;unknown;35-44;0;0
2020-06-05;unknown;45-54;0;0
2020-06-05;unknown;55-64;0;0
2020-06-05;unknown;65-74;0;0
2020-06-05;unknown;75-84;0;0
2020-06-06;male;0-4;6;0
2020-06-06;male;5-14;16;0
2020-06-06;male;15-24;42;0
2020-06-06;male;25-34;97;1
2020-06-06;male;35-44;89;0
2020-06-06;male;45-54;110;0
2020-06-06;male;55-64;116;0
2020-06-06;male;65-74;71;0
2020-06-06;male;75-84;72;0
2020-06-06;female;0-4;3;0
2020-06-06;female;5-14;14;0
2020-06-06;female;15-24;62;0
2020-06-06;female;25-34;118;0
2020-06-06;female;35-44;113;0
2020-06-06;female;45-54;136;0
2020-06-06;female;55-64;101;0
2020-06-06;female;65-74;61;0
2020-06-06;female;75-84;88;0
2020-06-06;unknown;0-4;0;0
2020-06-06;unknown;5-14;0;0
2020-06-06;unknown;15-24;0;0
2020-06-06;unknown;25-34;0;0
2020-06-06;unknown;35-44;0;0
2020-06-06;unknown;45-54;0;0
2020-06-06;unknown;55-64;0;0
2020-06-06;unknown;65-74;0;0
2020-06-06;unknown;75-84;0;0
2020-06-07;male;0-4;6;0
2020-06-07;male;5-14;16;0
2020-06-07;male;15-24;42;0
